time,run_cnt,dps_x,dps_y,dps_z,deg_x,deg_y,deg_z,cal_x,cal_y,cal_z,notes
1013,0,419,-1071,-530,0,0,0,0,0,0,Calibrating Gyro
1097,0,494,-1120,333,0,0,0,0,0,0,Calibrating Gyro
1172,0,336,-634,-658,0,0,0,0,0,0,Calibrating Gyro
1247,0,397,-855,-388,0,0,0,0,0,0,Calibrating Gyro
1321,0,393,-1126,3,0,0,0,0,0,0,Calibrating Gyro
1394,0,370,-955,120,0,0,0,0,0,0,Calibrating Gyro
1468,0,372,-928,-475,0,0,0,0,0,0,Calibrating Gyro
1544,0,337,-976,-119,0,0,0,0,0,0,Calibrating Gyro
1618,0,499,-888,44,0,0,0,0,0,0,Calibrating Gyro
1691,0,285,-670,140,0,0,0,0,0,0,Calibrating Gyro
1765,0,126,-638,481,0,0,0,0,0,0,Calibrating Gyro
1839,0,506,-915,-227,0,0,0,0,0,0,Calibrating Gyro
1913,0,450,-1143,423,0,0,0,0,0,0,Calibrating Gyro
1988,0,230,-596,-181,0,0,0,0,0,0,Calibrating Gyro
2063,0,391,-923,-261,0,0,0,0,0,0,Calibrating Gyro
2138,0,370,-993,-751,0,0,0,0,0,0,Calibrating Gyro
2212,0,378,-795,-409,0,0,0,0,0,0,Calibrating Gyro
2287,0,460,-1120,-65,0,0,0,0,0,0,Calibrating Gyro
2363,0,358,-824,0,0,0,0,0,0,0,Calibrating Gyro
2435,0,394,-810,-594,0,0,0,0,0,0,Calibrating Gyro
2509,0,389,-1267,-342,0,0,0,0,0,0,Calibrating Gyro
2585,0,263,-834,-42,0,0,0,0,0,0,Calibrating Gyro
2659,0,399,-1032,-159,0,0,0,0,0,0,Calibrating Gyro
2735,0,-363,-324,-2887,0,0,0,0,0,0,Calibrating Gyro
2811,0,606,-1322,2300,0,0,0,0,0,0,Calibrating Gyro
2887,0,499,-782,-1440,0,0,0,0,0,0,Calibrating Gyro
2964,0,467,-1094,1042,0,0,0,0,0,0,Calibrating Gyro
3040,0,180,-653,-494,0,0,0,0,0,0,Calibrating Gyro
3115,0,549,-1264,818,0,0,0,0,0,0,Calibrating Gyro
3189,0,281,-637,-210,0,0,0,0,0,0,Calibrating Gyro
3264,0,584,-1122,502,0,0,0,0,0,0,Calibrating Gyro
3339,0,308,-934,-617,0,0,0,0,0,0,Calibrating Gyro
3414,0,316,-996,56,0,0,0,0,0,0,Calibrating Gyro
3486,0,386,-815,-332,0,0,0,0,0,0,Calibrating Gyro
3561,0,267,-900,37,0,0,0,0,0,0,Calibrating Gyro
3634,0,216,-821,-329,0,0,0,0,0,0,Calibrating Gyro
3709,0,434,-1073,-202,0,0,0,0,0,0,Calibrating Gyro
3785,0,395,-934,-393,0,0,0,0,0,0,Calibrating Gyro
3860,0,387,-926,-314,0,0,0,0,0,0,Calibrating Gyro
3935,0,308,-911,-432,0,0,0,0,0,0,Calibrating Gyro
4009,0,387,-947,10,0,0,0,0,0,0,Calibrating Gyro
4082,0,265,-855,-185,0,0,0,0,0,0,Calibrating Gyro
4157,0,398,-977,250,0,0,0,0,0,0,Calibrating Gyro
4231,0,309,-966,-289,0,0,0,0,0,0,Calibrating Gyro
4305,0,493,-911,118,0,0,0,0,0,0,Calibrating Gyro
4379,0,394,-1019,-585,0,0,0,0,0,0,Calibrating Gyro
4455,0,438,-957,473,0,0,0,0,0,0,Calibrating Gyro
4530,0,166,-832,-1186,0,0,0,0,0,0,Calibrating Gyro
4605,0,411,-900,100,0,0,0,0,0,0,Calibrating Gyro
4679,0,48,-691,-517,0,0,0,0,0,0,Calibrating Gyro
4753,0,312,-838,-506,0,0,0,0,0,0,Calibrating Gyro
4828,0,401,-870,-142,0,0,0,0,0,0,Calibrating Gyro
4902,0,376,-1052,-301,0,0,0,0,0,0,Calibrating Gyro
4978,0,276,-817,462,0,0,0,0,0,0,Calibrating Gyro
5052,0,299,-837,5,0,0,0,0,0,0,Calibrating Gyro
5124,0,377,-963,-314,0,0,0,0,0,0,Calibrating Gyro
5198,0,469,-985,-359,0,0,0,0,0,0,Calibrating Gyro
5273,0,711,-1332,-81,0,0,0,0,0,0,Calibrating Gyro
5348,0,211,-494,-62,0,0,0,0,0,0,Calibrating Gyro
5423,0,281,-700,128,0,0,0,0,0,0,Calibrating Gyro
5496,0,284,-1024,-444,0,0,0,0,0,0,Calibrating Gyro
5572,0,457,-1031,92,0,0,0,0,0,0,Calibrating Gyro
5646,0,273,-980,-1171,0,0,0,0,0,0,Calibrating Gyro
5722,0,722,-1046,-267,0,0,0,0,0,0,Calibrating Gyro
5797,0,419,-1056,-342,0,0,0,0,0,0,Calibrating Gyro
5873,0,462,-880,380,0,0,0,0,0,0,Calibrating Gyro
5947,0,366,-801,99,0,0,0,0,0,0,Calibrating Gyro
6020,0,457,-1253,-386,0,0,0,0,0,0,Calibrating Gyro
6096,0,169,-751,-487,0,0,0,0,0,0,Calibrating Gyro
6171,0,542,-1119,-421,0,0,0,0,0,0,Calibrating Gyro
6247,0,332,-761,-106,0,0,0,0,0,0,Calibrating Gyro
6322,0,390,-1054,33,0,0,0,0,0,0,Calibrating Gyro
6395,0,371,-970,40,0,0,0,0,0,0,Calibrating Gyro
6468,0,152,-705,-297,0,0,0,0,0,0,Calibrating Gyro
6543,0,460,-1091,75,0,0,0,0,0,0,Calibrating Gyro
6617,0,373,-939,-519,0,0,0,0,0,0,Calibrating Gyro
6691,0,472,-999,46,0,0,0,0,0,0,Calibrating Gyro
6764,0,291,-1021,-450,0,0,0,0,0,0,Calibrating Gyro
6840,0,309,-929,188,0,0,0,0,0,0,Calibrating Gyro
6914,0,393,-1001,-309,0,0,0,0,0,0,Calibrating Gyro
6990,0,396,-921,-255,0,0,0,0,0,0,Calibrating Gyro
7065,0,312,-826,-233,0,0,0,0,0,0,Calibrating Gyro
7140,0,453,-759,133,0,0,0,0,0,0,Calibrating Gyro
7214,0,347,-878,26,0,0,0,0,0,0,Calibrating Gyro
7286,0,607,-972,-479,0,0,0,0,0,0,Calibrating Gyro
7361,0,391,-684,-55,0,0,0,0,0,0,Calibrating Gyro
7435,0,639,-848,170,0,0,0,0,0,0,Calibrating Gyro
7508,0,337,-1418,-77,0,0,0,0,0,0,Calibrating Gyro
7583,0,501,-920,384,0,0,0,0,0,0,Calibrating Gyro
7657,0,395,-1030,-270,0,0,0,0,0,0,Calibrating Gyro
7733,0,480,-1162,-494,0,0,0,0,0,0,Calibrating Gyro
7810,0,324,-1158,168,0,0,0,0,0,0,Calibrating Gyro
7884,0,257,-760,-286,0,0,0,0,0,0,Calibrating Gyro
7959,0,227,-987,-197,0,0,0,0,0,0,Calibrating Gyro
8034,0,435,-1108,-557,0,0,0,0,0,0,Calibrating Gyro
8110,0,334,-910,-521,0,0,0,0,0,0,Calibrating Gyro
8184,0,463,-1039,-195,0,0,0,0,0,0,Calibrating Gyro
8260,0,488,-924,-279,0,0,0,0,0,0,Calibrating Gyro
8336,0,296,-1093,-477,0,0,0,0,0,0,Calibrating Gyro
8412,0,315,-806,-176,0,0,0,0,0,0,Calibrating Gyro
8486,0,457,-991,-83,0,0,0,0,0,0,Calibrating Gyro
8560,0,335,-771,243,0,0,0,0,0,0,Calibrating Gyro
8634,0,476,-1065,-70,0,0,0,0,0,0,Calibrating Gyro
8709,0,508,-1125,-547,0,0,0,0,0,0,Calibrating Gyro
8784,0,492,-962,-125,0,0,0,0,0,0,Calibrating Gyro
8859,0,345,-875,-104,0,0,0,0,0,0,Calibrating Gyro
8934,0,238,-844,128,0,0,0,0,0,0,Calibrating Gyro
9008,0,488,-1075,-64,0,0,0,0,0,0,Calibrating Gyro
9083,0,246,-781,-76,0,0,0,0,0,0,Calibrating Gyro
9157,0,415,-878,-7,0,0,0,0,0,0,Calibrating Gyro
9230,0,409,-1023,83,0,0,0,0,0,0,Calibrating Gyro
9304,0,254,-777,-93,0,0,0,0,0,0,Calibrating Gyro
9377,0,300,-911,318,0,0,0,0,0,0,Calibrating Gyro
9451,0,166,-625,-275,0,0,0,0,0,0,Calibrating Gyro
9526,0,427,-963,64,0,0,0,0,0,0,Calibrating Gyro
9598,0,210,-738,-291,0,0,0,0,0,0,Calibrating Gyro
9673,0,337,-934,-49,0,0,0,0,0,0,Calibrating Gyro
9747,0,322,-783,492,0,0,0,0,0,0,Calibrating Gyro
9821,0,432,-743,27,0,0,0,0,0,0,Calibrating Gyro
9893,0,616,-1091,329,0,0,0,0,0,0,Calibrating Gyro
9968,0,199,-869,-272,0,0,0,0,0,0,Calibrating Gyro
10043,0,455,-936,-168,0,0,0,0,0,0,Calibrating Gyro
10119,0,452,-859,-367,0,0,0,0,0,0,Calibrating Gyro
10195,0,427,-1040,-387,0,0,0,0,0,0,Calibrating Gyro
10272,0,209,-582,-196,0,0,0,0,0,0,Calibrating Gyro
10348,0,258,-710,165,0,0,0,0,0,0,Calibrating Gyro
10423,0,304,-627,-414,0,0,0,0,0,0,Calibrating Gyro
10499,0,234,-893,-68,0,0,0,0,0,0,Calibrating Gyro
10573,0,419,-845,-26,0,0,0,0,0,0,Calibrating Gyro
10649,0,337,-1070,-156,0,0,0,0,0,0,Calibrating Gyro
10726,0,255,-995,-25,0,0,0,0,0,0,Calibrating Gyro
10801,0,626,-1299,-256,0,0,0,0,0,0,Calibrating Gyro
10877,0,402,-979,-436,0,0,0,0,0,0,Calibrating Gyro
10953,0,252,-961,82,0,0,0,0,0,0,Calibrating Gyro
11027,0,308,-718,-59,0,0,0,0,0,0,Calibrating Gyro
11102,0,299,-910,62,0,0,0,0,0,0,Calibrating Gyro
11175,0,95,-748,238,0,0,0,0,0,0,Calibrating Gyro
11250,0,437,-942,-252,0,0,0,0,0,0,Calibrating Gyro
11326,0,403,-949,-158,0,0,0,0,0,0,Calibrating Gyro
11402,0,312,-911,-191,0,0,0,0,0,0,Calibrating Gyro
11478,0,314,-870,157,0,0,0,0,0,0,Calibrating Gyro
11552,0,450,-1003,-380,0,0,0,0,0,0,Calibrating Gyro
11629,0,431,-847,-5,0,0,0,0,0,0,Calibrating Gyro
11703,0,560,-1222,-251,0,0,0,0,0,0,Calibrating Gyro
11781,0,230,-891,-42,0,0,0,0,0,0,Calibrating Gyro
11855,0,281,-821,104,0,0,0,0,0,0,Calibrating Gyro
11930,0,323,-911,123,0,0,0,0,0,0,Calibrating Gyro
12005,0,356,-1088,-149,0,0,0,0,0,0,Calibrating Gyro
12082,0,460,-856,247,0,0,0,0,0,0,Calibrating Gyro
12156,0,680,-1217,33,0,0,0,0,0,0,Calibrating Gyro
12231,0,381,-872,141,0,0,0,0,0,0,Calibrating Gyro
12307,0,421,-1091,-288,0,0,0,0,0,0,Calibrating Gyro
12384,0,380,-900,229,0,0,0,0,0,0,Calibrating Gyro
12459,0,438,-1171,-316,0,0,0,0,0,0,Calibrating Gyro
12535,0,360,-989,-294,0,0,0,0,0,0,Calibrating Gyro
12611,0,273,-959,-305,0,0,0,0,0,0,Calibrating Gyro
12687,0,514,-1135,-233,0,0,0,0,0,0,Calibrating Gyro
12765,0,293,-977,-93,0,0,0,0,0,0,Calibrating Gyro
12839,0,378,-1154,36,0,0,0,0,0,0,Calibrating Gyro
12914,0,328,-878,425,0,0,0,0,0,0,Calibrating Gyro
12989,0,467,-1036,-123,0,0,0,0,0,0,Calibrating Gyro
13066,0,337,-857,-415,0,0,0,0,0,0,Calibrating Gyro
13142,0,282,-798,41,0,0,0,0,0,0,Calibrating Gyro
13215,0,396,-1052,-100,0,0,0,0,0,0,Calibrating Gyro
13293,0,114,-653,-237,0,0,0,0,0,0,Calibrating Gyro
13369,0,394,-1011,-398,0,0,0,0,0,0,Calibrating Gyro
13446,0,24,-602,-212,0,0,0,0,0,0,Calibrating Gyro
13520,0,940,-1729,1601,0,0,0,0,0,0,Calibrating Gyro
13597,0,2330,-1271,6217,0,0,0,0,0,0,Calibrating Gyro
13676,0,2948,-891,617,0,0,0,0,0,0,Calibrating Gyro
13752,0,1085,-1017,-1848,0,0,0,0,0,0,Calibrating Gyro
13831,0,860,-997,-734,0,0,0,0,0,0,Calibrating Gyro
13906,0,388,-720,-23,0,0,0,0,0,0,Calibrating Gyro
13982,0,312,-1066,-295,0,0,0,0,0,0,Calibrating Gyro
14059,0,336,-957,-263,0,0,0,0,0,0,Calibrating Gyro
14135,0,281,-628,-183,0,0,0,0,0,0,Calibrating Gyro
14211,0,309,-1080,-246,0,0,0,0,0,0,Calibrating Gyro
14287,0,161,-1162,288,0,0,0,0,0,0,Calibrating Gyro
14363,0,496,-1048,-91,0,0,0,0,0,0,Calibrating Gyro
14440,0,80,-832,-473,0,0,0,0,0,0,Calibrating Gyro
14515,0,356,-1232,-109,0,0,0,0,0,0,Calibrating Gyro
14592,0,482,-940,-240,0,0,0,0,0,0,Calibrating Gyro
14667,0,196,-707,-256,0,0,0,0,0,0,Calibrating Gyro
14743,0,284,-844,-242,0,0,0,0,0,0,Calibrating Gyro
14819,0,501,-838,-170,0,0,0,0,0,0,Calibrating Gyro
14896,0,422,-824,-369,0,0,0,0,0,0,Calibrating Gyro
14971,0,378,-911,68,0,0,0,0,0,0,Calibrating Gyro
15045,0,182,-723,-562,0,0,0,0,0,0,Calibrating Gyro
15121,0,497,-793,236,0,0,0,0,0,0,Calibrating Gyro
15196,0,434,-889,-159,0,0,0,0,0,0,Calibrating Gyro
15271,0,536,-929,-91,0,0,0,0,0,0,Calibrating Gyro
15346,0,394,-1156,-224,0,0,0,0,0,0,Calibrating Gyro
15424,0,327,-845,-59,0,0,0,0,0,0,Calibrating Gyro
15499,0,238,-793,-488,0,0,0,0,0,0,Calibrating Gyro
15575,0,403,-788,331,0,0,0,0,0,0,Calibrating Gyro
15649,0,422,-1161,-58,0,0,0,0,0,0,Calibrating Gyro
15725,0,424,-946,36,0,0,0,0,0,0,Calibrating Gyro
15799,0,189,-928,-181,0,0,0,0,0,0,Calibrating Gyro
15875,0,143,-785,580,0,0,0,0,0,0,Calibrating Gyro
15950,0,345,-1146,-388,0,0,0,0,0,0,Calibrating Gyro
16027,0,162,-719,652,0,0,0,0,0,0,Calibrating Gyro
16102,0,399,-1107,-191,0,0,0,0,0,0,Calibrating Gyro
16179,0,447,-1173,435,0,0,0,0,0,0,Calibrating Gyro
16254,0,-123,-742,-1256,0,0,0,0,0,0,Calibrating Gyro
16333,0,197,-1069,-186,0,0,0,0,0,0,Calibrating Gyro
16410,0,1756,-634,1836,0,0,0,0,0,0,Calibrating Gyro
16487,0,1735,-553,3715,0,0,0,0,0,0,Calibrating Gyro
16564,0,837,-1774,-355,0,0,0,0,0,0,Calibrating Gyro
16642,0,-679,-1607,-3404,0,0,0,0,0,0,Calibrating Gyro
16720,0,424,-1305,1017,0,0,0,0,0,0,Calibrating Gyro
16797,0,362,-791,-637,0,0,0,0,0,0,Calibrating Gyro
16873,0,555,-1114,693,0,0,0,0,0,0,Calibrating Gyro
16949,0,321,-836,-1066,0,0,0,0,0,0,Calibrating Gyro
17027,0,61,-271,-1820,0,0,0,0,0,0,Calibrating Gyro
17102,0,2077,-900,4973,0,0,0,0,0,0,Calibrating Gyro
17179,0,616,-857,-195,0,0,0,0,0,0,Calibrating Gyro
17255,0,386,-1364,-398,0,0,0,0,0,0,Calibrating Gyro
17332,0,390,-927,-437,0,0,0,0,0,0,Calibrating Gyro
17409,0,138,-697,891,0,0,0,0,0,0,Calibrating Gyro
17483,0,570,-959,185,0,0,0,0,0,0,Calibrating Gyro
17558,0,380,-865,-818,0,0,0,0,0,0,Calibrating Gyro
17634,0,409,-1009,270,0,0,0,0,0,0,Calibrating Gyro
17710,0,427,-1047,-221,0,0,0,0,0,0,Calibrating Gyro
17786,0,328,-958,-566,0,0,0,0,0,0,Calibrating Gyro
17863,0,295,-862,-287,0,0,0,0,0,0,Calibrating Gyro
17939,0,310,-992,-341,0,0,0,0,0,0,Calibrating Gyro
18015,0,372,-960,-241,0,0,0,0,0,0,Calibrating Gyro
18091,0,346,-777,52,0,0,0,0,0,0,Calibrating Gyro
18164,0,419,-1017,13,0,0,0,0,0,0,Calibrating Gyro
18239,0,431,-983,-111,0,0,0,0,0,0,Calibrating Gyro
18315,0,452,-990,6,0,0,0,0,0,0,Calibrating Gyro
18387,0,346,-959,-221,0,0,0,0,0,0,Calibrating Gyro
18464,0,61,-817,211,0,0,0,0,0,0,Calibrating Gyro
18538,0,434,-935,42,0,0,0,0,0,0,Calibrating Gyro
18612,0,355,-981,-206,0,0,0,0,0,0,Calibrating Gyro
18688,0,398,-1006,14,0,0,0,0,0,0,Calibrating Gyro
18762,0,501,-1202,-46,0,0,0,0,0,0,Calibrating Gyro
18838,0,331,-952,-62,0,0,0,0,0,0,Calibrating Gyro
18913,0,358,-923,-127,0,0,0,0,0,0,Calibrating Gyro
18989,0,466,-942,-70,0,0,0,0,0,0,Calibrating Gyro
19064,0,664,-1121,-182,0,0,0,0,0,0,Calibrating Gyro
19141,0,537,-913,-211,0,0,0,0,0,0,Calibrating Gyro
19217,0,335,-960,118,0,0,0,0,0,0,Calibrating Gyro
19292,0,309,-1102,-12,0,0,0,0,0,0,Calibrating Gyro
19367,0,258,-883,73,0,0,0,0,0,0,Calibrating Gyro
19441,0,345,-952,-569,0,0,0,0,0,0,Calibrating Gyro
19517,0,495,-1113,-241,0,0,0,0,0,0,Calibrating Gyro
19595,0,306,-1096,-362,0,0,0,0,0,0,Calibrating Gyro
19672,0,439,-837,-427,0,0,0,0,0,0,Calibrating Gyro
19747,0,381,-881,-18,0,0,0,0,0,0,Calibrating Gyro
19822,0,407,-1048,-978,0,0,0,0,0,0,Calibrating Gyro
19899,0,81,-764,22,0,0,0,0,0,0,Calibrating Gyro
19972,0,90,-566,-64,0,0,0,0,0,0,Calibrating Gyro
20045,0,445,-928,200,0,0,0,0,0,0,Calibrating Gyro
20121,0,290,-668,42,0,0,0,0,0,0,Calibrating Gyro
20195,0,532,-1062,68,0,0,0,0,0,0,Calibrating Gyro
20270,0,482,-882,35,0,0,0,0,0,0,Calibrating Gyro
20343,0,340,-743,87,0,0,0,0,0,0,Calibrating Gyro
20417,0,326,-844,-122,0,0,0,0,0,0,Calibrating Gyro
20493,0,286,-1376,1718,0,0,0,0,0,0,Calibrating Gyro
20570,0,380,-978,-1113,0,0,0,0,0,0,Calibrating Gyro
20646,0,329,-781,-429,0,0,0,0,0,0,Calibrating Gyro
20723,0,516,-878,-489,0,0,0,0,0,0,Calibrating Gyro
20799,0,273,-819,-237,0,0,0,0,0,0,Calibrating Gyro
20875,0,347,-991,-168,0,0,0,0,0,0,Calibrating Gyro
20951,0,301,-1025,-510,0,0,0,0,0,0,Calibrating Gyro
21027,0,253,-835,229,0,0,0,0,0,0,Calibrating Gyro
21102,0,401,-1057,321,0,0,0,0,0,0,Calibrating Gyro
21179,0,368,-987,72,0,0,0,0,0,0,Calibrating Gyro
21253,0,396,-951,-34,0,0,0,0,0,0,Calibrating Gyro
21327,0,204,-753,59,0,0,0,0,0,0,Calibrating Gyro
21401,0,372,-930,-89,0,0,0,0,0,0,Calibrating Gyro
21476,0,534,-1128,84,0,0,0,0,0,0,Calibrating Gyro
21551,0,324,-991,-112,0,0,0,0,0,0,Calibrating Gyro
21626,0,529,-1003,828,0,0,0,0,0,0,Calibrating Gyro
21702,0,275,-858,-445,0,0,0,0,0,0,Calibrating Gyro
21779,0,440,-565,271,0,0,0,0,0,0,Calibrating Gyro
21854,0,280,-886,-352,0,0,0,0,0,0,Calibrating Gyro
21929,0,327,-1093,67,0,0,0,0,0,0,Calibrating Gyro
22004,0,811,-667,733,0,0,0,0,0,0,Calibrating Gyro
22079,0,606,-1010,592,0,0,0,0,0,0,Calibrating Gyro
22155,0,-381,-1175,1591,0,0,0,0,0,0,Calibrating Gyro
22234,0,257,-1011,-29,0,0,0,0,0,0,Calibrating Gyro
22309,0,718,-1261,449,0,0,0,0,0,0,Calibrating Gyro
22385,0,496,-1059,356,0,0,0,0,0,0,Calibrating Gyro
22461,0,406,-1018,161,0,0,0,0,0,0,Calibrating Gyro
22537,0,649,-910,18,0,0,0,0,0,0,Calibrating Gyro
22610,0,287,-989,-624,0,0,0,0,0,0,Calibrating Gyro
22686,0,534,-1121,209,0,0,0,0,0,0,Calibrating Gyro
22763,0,71,-772,-84,0,0,0,0,0,0,Calibrating Gyro
22837,0,263,-868,1072,0,0,0,0,0,0,Calibrating Gyro
22913,0,319,-711,-275,0,0,0,0,0,0,Calibrating Gyro
22988,0,412,-875,-487,0,0,0,0,0,0,Calibrating Gyro
23064,0,475,-956,-44,0,0,0,0,0,0,Calibrating Gyro
23139,0,437,-1052,-18,0,0,0,0,0,0,Calibrating Gyro
23215,0,340,-921,-7,0,0,0,0,0,0,Calibrating Gyro
23288,0,296,-769,160,0,0,0,0,0,0,Calibrating Gyro
23364,0,309,-903,-403,0,0,0,0,0,0,Calibrating Gyro
23440,0,453,-841,-155,0,0,0,0,0,0,Calibrating Gyro
23516,0,480,-963,-524,0,0,0,0,0,0,Calibrating Gyro
23591,0,314,-1034,-488,0,0,0,0,0,0,Calibrating Gyro
23668,0,314,-860,-315,0,0,0,0,0,0,Calibrating Gyro
23745,0,531,-1153,-437,0,0,0,0,0,0,Calibrating Gyro
23822,0,170,-638,-1665,0,0,0,0,0,0,Calibrating Gyro
23899,0,289,-691,-375,0,0,0,0,0,0,Calibrating Gyro
23974,0,623,-1403,-548,0,0,0,0,0,0,Calibrating Gyro
24051,0,358,-846,359,0,0,0,0,0,0,Calibrating Gyro
24126,0,405,-930,30,0,0,0,0,0,0,Calibrating Gyro
24201,0,401,-859,281,0,0,0,0,0,0,Calibrating Gyro
24275,0,370,-1204,-126,0,0,0,0,0,0,Calibrating Gyro
24352,0,260,-796,83,0,0,0,0,0,0,Calibrating Gyro
24426,0,265,-952,-425,0,0,0,0,0,0,Calibrating Gyro
24502,0,343,-972,-21,0,0,0,0,0,0,Calibrating Gyro
24577,0,442,-1055,-955,0,0,0,0,0,0,Calibrating Gyro
24653,0,144,-717,25,0,0,0,0,0,0,Calibrating Gyro
24728,0,419,-1080,-519,0,0,0,0,0,0,Calibrating Gyro
24805,0,315,-841,92,0,0,0,0,0,0,Calibrating Gyro
24879,0,384,-901,-579,0,0,0,0,0,0,Calibrating Gyro
24954,0,386,-829,287,0,0,0,0,0,0,Calibrating Gyro
25029,0,422,-1075,-620,0,0,0,0,0,0,Calibrating Gyro
25106,0,374,-752,-141,0,0,0,0,0,0,Calibrating Gyro
25182,0,332,-857,-286,0,0,0,0,0,0,Calibrating Gyro
25259,0,418,-1017,-435,0,0,0,0,0,0,Calibrating Gyro
25335,0,276,-763,-261,0,0,0,0,0,0,Calibrating Gyro
25411,0,393,-953,-440,0,0,0,0,0,0,Calibrating Gyro
25487,0,140,-665,27,0,0,0,0,0,0,Calibrating Gyro
25561,0,436,-883,-211,0,0,0,0,0,0,Calibrating Gyro
25636,0,373,-632,-280,0,0,0,0,0,0,Calibrating Gyro
25713,0,446,-840,-512,0,0,0,0,0,0,Calibrating Gyro
25789,0,206,-857,99,0,0,0,0,0,0,Calibrating Gyro
25863,0,365,-978,222,0,0,0,0,0,0,Calibrating Gyro
25937,0,398,-970,-207,0,0,0,0,0,0,Calibrating Gyro
26013,0,430,-889,-160,0,0,0,0,0,0,Calibrating Gyro
26089,0,121,-695,-1,0,0,0,0,0,0,Calibrating Gyro
26163,0,429,-889,-185,0,0,0,0,0,0,Calibrating Gyro
26238,0,335,-812,25,0,0,0,0,0,0,Calibrating Gyro
26313,0,289,-846,10,0,0,0,0,0,0,Calibrating Gyro
26387,0,367,-927,-104,0,0,0,0,0,0,Calibrating Gyro
26463,0,386,-1049,61,0,0,0,0,0,0,Calibrating Gyro
26537,0,464,-995,-313,0,0,0,0,0,0,Calibrating Gyro
26613,0,445,-858,-299,0,0,0,0,0,0,Calibrating Gyro
26689,0,471,-1049,-22,0,0,0,0,0,0,Calibrating Gyro
26765,0,484,-1266,-222,0,0,0,0,0,0,Calibrating Gyro
26843,0,302,-925,276,0,0,0,0,0,0,Calibrating Gyro
26917,0,323,-828,-27,0,0,0,0,0,0,Calibrating Gyro
26992,0,447,-816,242,0,0,0,0,0,0,Calibrating Gyro
27067,0,280,-779,-153,0,0,0,0,0,0,Calibrating Gyro
27143,0,255,-660,282,0,0,0,0,0,0,Calibrating Gyro
27217,0,318,-1103,-75,0,0,0,0,0,0,Calibrating Gyro
27293,0,432,-894,276,0,0,0,0,0,0,Calibrating Gyro
27368,0,229,-956,-225,0,0,0,0,0,0,Calibrating Gyro
27445,0,328,-918,-336,0,0,0,0,0,0,Calibrating Gyro
27521,0,365,-1222,-86,0,0,0,0,0,0,Calibrating Gyro
27596,0,347,-876,8,0,0,0,0,0,0,Calibrating Gyro
27669,0,250,-901,65,0,0,0,0,0,0,Calibrating Gyro
27743,0,378,-989,-182,0,0,0,0,0,0,Calibrating Gyro
27819,0,357,-897,-82,0,0,0,0,0,0,Calibrating Gyro
27893,0,511,-1136,-214,0,0,0,0,0,0,Calibrating Gyro
27971,0,159,-803,-91,0,0,0,0,0,0,Calibrating Gyro
28046,0,258,-849,-308,0,0,0,0,0,0,Calibrating Gyro
28122,0,350,-975,-585,0,0,0,0,0,0,Calibrating Gyro
28197,0,422,-870,-136,0,0,0,0,0,0,Calibrating Gyro
28273,0,404,-1088,-203,0,0,0,0,0,0,Calibrating Gyro
28350,0,403,-785,135,0,0,0,0,0,0,Calibrating Gyro
28426,0,416,-958,-289,0,0,0,0,0,0,Calibrating Gyro
28502,0,196,-556,-328,0,0,0,0,0,0,Calibrating Gyro
28577,0,256,-724,-695,0,0,0,0,0,0,Calibrating Gyro
28653,0,437,-876,-186,0,0,0,0,0,0,Calibrating Gyro
28729,0,388,-706,-149,0,0,0,0,0,0,Calibrating Gyro
28805,0,452,-1159,-110,0,0,0,0,0,0,Calibrating Gyro
28882,0,305,-405,-625,0,0,0,0,0,0,Calibrating Gyro
28958,0,528,-1129,-504,0,0,0,0,0,0,Calibrating Gyro
29035,0,342,-1242,-81,0,0,0,0,0,0,Calibrating Gyro
29111,0,258,-717,168,0,0,0,0,0,0,Calibrating Gyro
29186,0,272,-888,-122,0,0,0,0,0,0,Calibrating Gyro
29261,0,348,-622,-159,0,0,0,0,0,0,Calibrating Gyro
29338,0,451,-972,-439,0,0,0,0,0,0,Calibrating Gyro
29414,0,38,-855,-140,0,0,0,0,0,0,Calibrating Gyro
29489,0,545,-1205,34,0,0,0,0,0,0,Calibrating Gyro
29563,0,257,-635,-18,0,0,0,0,0,0,Calibrating Gyro
29638,0,387,-1049,-209,0,0,0,0,0,0,Calibrating Gyro
29715,0,360,-752,-199,0,0,0,0,0,0,Calibrating Gyro
29792,0,510,-1085,-65,0,0,0,0,0,0,Calibrating Gyro
29868,0,307,-773,-4,0,0,0,0,0,0,Calibrating Gyro
29941,0,471,-1004,-143,0,0,0,0,0,0,Calibrating Gyro
30018,0,304,-785,38,0,0,0,0,0,0,Calibrating Gyro
30092,0,404,-904,-398,0,0,0,0,0,0,Calibrating Gyro
30168,0,356,-933,-268,0,0,0,0,0,0,Calibrating Gyro
30243,0,439,-1277,42,0,0,0,0,0,0,Calibrating Gyro
30318,0,283,-751,-655,0,0,0,0,0,0,Calibrating Gyro
30395,0,532,-1256,64,0,0,0,0,0,0,Calibrating Gyro
30470,0,0,-679,54,0,0,0,0,0,0,Calibrating Gyro
30541,0,266,-827,306,0,0,0,0,0,0,Calibrating Gyro
30616,0,381,-1014,-157,0,0,0,0,0,0,Calibrating Gyro
30693,0,340,-897,-168,0,0,0,0,0,0,Calibrating Gyro
30769,0,399,-1112,-220,0,0,0,0,0,0,Calibrating Gyro
30845,0,399,-968,-131,0,0,0,0,0,0,Calibrating Gyro
