time,run_cnt,dps_x,dps_y,dps_z,cal_adjust_x,cal_adjust_y,cal_adjust_z,deg_x,deg_y,deg_z,cal_x,cal_y,cal_z,notes
102362,73,599,-1408,137,446.68,-954.95,119.14,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
102465,73,480,-1007,-316,327.68,-553.95,-333.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
102572,73,462,-831,-37,309.68,-377.95,-54.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
102675,73,366,-972,-357,213.68,-518.95,-374.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
102780,73,457,-1237,-458,304.68,-783.95,-475.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
102887,73,475,-1102,-341,322.68,-648.95,-358.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
102992,73,449,-1147,2,296.68,-693.95,-15.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
103095,73,330,-994,-249,177.68,-540.95,-266.86,-10967.04,5719.74,-1286.21,152.32,-453.05,17.86,
103200,74,636,-1162,-177,483.68,-708.95,-194.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103307,74,510,-1012,-178,357.68,-558.95,-195.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103412,74,445,-1028,-144,292.68,-574.95,-161.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103519,74,575,-980,233,422.68,-526.95,215.14,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103622,74,463,-993,-353,310.68,-539.95,-370.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103728,74,322,-910,-139,169.68,-456.95,-156.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103832,74,377,-1007,-192,224.68,-553.95,-209.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
103939,74,54,-879,70,-98.32,-425.95,52.14,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
104039,74,370,-951,89,217.68,-497.95,71.14,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
104139,74,366,-861,-215,213.68,-407.95,-232.86,-11119.36,5472.79,-1304.07,152.32,-453.05,17.86,
104245,75,369,-705,-88,216.68,-251.95,-105.86,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104349,75,325,-846,-189,172.68,-392.95,-206.86,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104455,75,99,-836,-66,-53.32,-382.95,-83.86,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104556,75,424,-1106,-508,271.68,-652.95,-525.86,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104663,75,330,-833,150,177.68,-379.95,132.14,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104766,75,347,-977,35,194.68,-523.95,17.14,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104866,75,376,-878,149,223.68,-424.95,131.14,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
104970,75,504,-903,-75,351.68,-449.95,-92.86,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
105073,75,234,-992,153,81.68,-538.95,135.14,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
105175,75,306,-692,71,153.68,-238.95,53.14,-11271.68,5525.84,-1321.94,152.32,-453.05,17.86,
105276,76,358,-758,72,205.68,-304.95,54.14,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
105376,76,453,-1193,-703,300.68,-739.95,-720.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
105483,76,376,-1000,-375,223.68,-546.95,-392.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
105589,76,360,-1174,-279,207.68,-720.95,-296.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
105696,76,462,-1051,-481,309.68,-597.95,-498.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
105802,76,469,-1021,-501,316.68,-567.95,-518.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
105908,76,416,-939,-414,263.68,-485.95,-431.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
106013,76,399,-790,125,246.68,-336.95,107.14,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
106117,76,437,-951,-78,284.68,-497.95,-95.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
106219,76,335,-864,-180,182.68,-410.95,-197.86,-11424,5878.89,-1339.8,152.32,-453.05,17.86,
106326,77,485,-825,-206,332.68,-371.95,-223.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
106430,77,208,-743,165,55.68,-289.95,147.14,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
106532,77,555,-1180,-416,402.68,-726.95,-433.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
106638,77,346,-854,-123,193.68,-400.95,-140.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
106743,77,439,-1252,-211,286.68,-798.95,-228.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
106850,77,378,-815,-117,225.68,-361.95,-134.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
106955,77,394,-867,252,241.68,-413.95,234.14,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
107059,77,405,-1029,-235,252.68,-575.95,-252.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
107164,77,430,-1069,-237,277.68,-615.95,-254.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
107271,77,749,-1199,-265,596.68,-745.95,-282.86,-11576.32,5831.94,-1357.66,152.32,-453.05,17.86,
107377,78,426,-1054,-150,273.68,-600.95,-167.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
107484,78,438,-944,-76,285.68,-490.95,-93.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
107587,78,435,-880,-109,282.68,-426.95,-126.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
107692,78,420,-954,154,267.68,-500.95,136.14,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
107795,78,515,-1131,-68,362.68,-677.95,-85.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
107899,78,521,-1134,-306,368.68,-680.95,-323.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
108006,78,263,-654,-82,110.68,-200.95,-99.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
108108,78,564,-1064,-158,411.68,-610.95,-175.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
108215,78,506,-1033,-30,353.68,-579.95,-47.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
108319,78,517,-1082,-246,364.68,-628.95,-263.86,-11728.64,5785,-1375.53,152.32,-453.05,17.86,
108426,79,439,-959,13,286.68,-505.95,-4.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
108526,79,415,-1121,255,262.68,-667.95,237.14,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
108631,79,409,-967,-474,256.68,-513.95,-491.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
108736,79,276,-827,-181,123.68,-373.95,-198.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
108840,79,411,-807,-148,258.68,-353.95,-165.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
108946,79,289,-928,-301,136.68,-474.95,-318.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
109051,79,188,-853,-132,35.68,-399.95,-149.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
109156,79,463,-1326,-318,310.68,-872.95,-335.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
109262,79,426,-1061,-629,273.68,-607.95,-646.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
109368,79,539,-1259,-47,386.68,-805.95,-64.86,-11880.96,5638.05,-1393.39,152.32,-453.05,17.86,
109472,80,439,-1049,-267,286.68,-595.95,-284.86,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
109579,80,350,-691,43,197.68,-237.95,25.14,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
109679,80,417,-985,-466,264.68,-531.95,-483.86,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
109785,80,250,-802,20,97.68,-348.95,2.14,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
109884,80,439,-961,-331,286.68,-507.95,-348.86,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
109988,80,435,-832,4,282.68,-378.95,-13.86,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
110090,80,377,-1020,-108,224.68,-566.95,-125.86,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
110196,80,340,-994,-254,187.68,-540.95,-271.86,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
110302,80,240,-989,179,87.68,-535.95,161.14,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
110403,80,297,-697,357,144.68,-243.95,339.14,-12033.28,5691.1,-1411.26,152.32,-453.05,17.86,
110507,81,382,-982,-202,229.68,-528.95,-219.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
110612,81,409,-991,-58,256.68,-537.95,-75.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
110714,81,339,-709,-184,186.68,-255.95,-201.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
110820,81,503,-1084,-176,350.68,-630.95,-193.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
110926,81,485,-1070,-373,332.68,-616.95,-390.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
111033,81,455,-1146,-436,302.68,-692.95,-453.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
111139,81,358,-930,-483,205.68,-476.95,-500.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
111244,81,378,-1010,-385,225.68,-556.95,-402.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
111350,81,542,-992,-213,389.68,-538.95,-230.86,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
111456,81,82,-719,34,-70.32,-265.95,16.14,-12185.6,5944.15,-1429.12,152.32,-453.05,17.86,
111556,82,328,-849,-110,175.68,-395.95,-127.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
111661,82,243,-880,40,90.68,-426.95,22.14,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
111761,82,588,-1180,-160,435.68,-726.95,-177.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
111867,82,511,-1183,-11,358.68,-729.95,-28.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
111971,82,334,-880,-33,181.68,-426.95,-50.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
112074,82,475,-1024,-5,322.68,-570.95,-22.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
112178,82,340,-897,-255,187.68,-443.95,-272.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
112282,82,348,-931,177,195.68,-477.95,159.14,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
112386,82,362,-997,-216,209.68,-543.95,-233.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
112491,82,462,-1118,-272,309.68,-664.95,-289.86,-12337.92,5997.2,-1446.98,152.32,-453.05,17.86,
112598,83,470,-757,-570,317.68,-303.95,-587.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
112702,83,487,-1304,-98,334.68,-850.95,-115.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
112807,83,419,-897,-34,266.68,-443.95,-51.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
112911,83,473,-853,99,320.68,-399.95,81.14,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113011,83,207,-784,-114,54.68,-330.95,-131.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113116,83,345,-1090,-403,192.68,-636.95,-420.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113222,83,460,-1144,-801,307.68,-690.95,-818.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113329,83,394,-969,-106,241.68,-515.95,-123.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113434,83,488,-1095,-157,335.68,-641.95,-174.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113540,83,510,-1200,-324,357.68,-746.95,-341.86,-12490.25,6050.25,-1464.85,152.32,-453.05,17.86,
113647,84,540,-898,266,387.68,-444.95,248.14,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
113750,84,254,-697,-90,101.68,-243.95,-107.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
113854,84,421,-972,-48,268.68,-518.95,-65.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
113956,84,457,-1077,-222,304.68,-623.95,-239.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114063,84,406,-889,-178,253.68,-435.95,-195.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114168,84,368,-643,-29,215.68,-189.95,-46.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114272,84,424,-1076,-205,271.68,-622.95,-222.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114377,84,454,-1271,-308,301.68,-817.95,-325.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114484,84,549,-1149,-222,396.68,-695.95,-239.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114590,84,271,-1320,-300,118.68,-866.95,-317.86,-12642.57,6003.31,-1482.71,152.32,-453.05,17.86,
114697,85,289,-796,-140,136.68,-342.95,-157.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
114802,85,475,-1111,-550,322.68,-657.95,-567.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
114909,85,353,-1009,-153,200.68,-555.95,-170.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115014,85,368,-1098,-236,215.68,-644.95,-253.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115121,85,437,-746,92,284.68,-292.95,74.14,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115222,85,636,-1137,-357,483.68,-683.95,-374.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115329,85,469,-1198,-160,316.68,-744.95,-177.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115434,85,621,-1164,-396,468.68,-710.95,-413.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115540,85,563,-1295,-142,410.68,-841.95,-159.86,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115647,85,409,-1242,59,256.68,-788.95,41.14,-12794.89,5956.36,-1500.58,152.32,-453.05,17.86,
115749,86,515,-1254,-312,362.68,-800.95,-329.86,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
115856,86,177,-627,461,24.68,-173.95,443.14,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
115957,86,473,-1076,49,320.68,-622.95,31.14,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116060,86,447,-1017,-143,294.68,-563.95,-160.86,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116166,86,305,-962,80,152.68,-508.95,62.14,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116267,86,370,-801,3,217.68,-347.95,-14.86,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116368,86,306,-794,466,153.68,-340.95,448.14,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116470,86,253,-859,-159,100.68,-405.95,-176.86,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116576,86,458,-949,15,305.68,-495.95,-2.86,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116677,86,73,-772,3,-79.32,-318.95,-14.86,-12947.21,5609.41,-1518.44,152.32,-453.05,17.86,
116776,87,256,-822,-29,103.68,-368.95,-46.86,-13099.53,5762.46,-1536.3,152.32,-453.05,17.86,
116880,87,442,-876,25,289.68,-422.95,7.14,-13099.53,5762.46,-1536.3,152.32,-453.05,17.86,
116979,87,317,-812,-114,164.68,-358.95,-131.86,-13099.53,5762.46,-1536.3,152.32,-453.05,17.86,
117085,87,291,-1080,-137,138.68,-626.95,-154.86,-13099.53,5762.46,-1536.3,152.32,-453.05,17.86,
117191,87,353,-782,64,200.68,-328.95,46.14,-13099.53,5762.46,-1536.3,152.32,-453.05,17.86,
