time,run_cnt,dps_x,dps_y,dps_z,cal_adjust_x,cal_adjust_y,cal_adjust_z,deg_x,deg_y,deg_z,cal_x,cal_y,cal_z,notes
59235,31,159,-566,-72,-262.6,456.99,101.4,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59336,31,439,-1011,-400,17.4,11.99,-226.6,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59439,31,397,-959,26,-24.6,63.99,199.4,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59537,31,442,-706,5,20.4,316.99,178.4,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59635,31,259,-742,-75,-162.6,280.99,98.4,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59736,31,593,-994,-196,171.4,28.99,-22.6,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59837,31,997,-1375,38,575.4,-352.01,211.4,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
59938,31,639,-983,206,217.4,39.99,379.4,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
60039,31,199,-801,-206,-222.6,221.99,-32.6,-670.36,2409.92,1694.98,421.6,-1022.99,-173.4,
60172,32,188,-845,-68,-233.6,177.99,105.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60243,32,355,-795,74,-66.6,227.99,247.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60344,32,470,-990,30,48.4,32.99,203.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60441,32,337,-855,-4,-84.6,167.99,169.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60540,32,399,-775,-168,-22.6,247.99,5.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60641,32,767,-1224,-36,345.4,-201.01,137.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60744,32,359,-954,175,-62.6,68.99,348.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60844,32,351,-879,-280,-70.6,143.99,-106.6,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
60947,32,351,-1001,-24,-70.6,21.99,149.4,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
61047,32,454,-625,-211,32.4,397.99,-37.6,-620.76,2526.31,1770.48,421.6,-1022.99,-173.4,
61179,33,429,-866,250,7.4,156.99,423.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61247,33,424,-1085,144,2.4,-62.01,317.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61347,33,520,-1319,-25,98.4,-296.01,148.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61449,33,432,-1001,142,10.4,21.99,315.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61549,33,348,-857,37,-73.6,165.99,210.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61648,33,497,-1057,-176,75.4,-34.01,-2.6,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61750,33,587,-1103,-3,165.4,-80.01,170.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61850,33,138,-840,69,-283.6,182.99,242.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
61952,33,448,-803,32,26.4,219.99,205.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
62050,33,452,-926,-88,30.4,96.99,85.4,-639.26,2655.01,1892.67,421.6,-1022.99,-173.4,
62178,34,368,-904,-28,-53.6,118.99,145.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62248,34,525,-1226,-471,103.4,-203.01,-297.6,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62354,34,696,-1010,-143,274.4,12.99,30.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62455,34,589,-780,-244,167.4,242.99,-70.6,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62557,34,635,-778,146,213.4,244.99,319.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62658,34,610,-1049,-161,188.4,-26.01,12.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62759,34,352,-1107,-98,-69.6,-84.01,75.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62861,34,246,-685,248,-175.6,337.99,421.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
62962,34,262,-759,29,-159.6,263.99,202.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
63064,34,482,-1168,-3,60.4,-145.01,170.4,-633.37,2692.3,2104.27,421.6,-1022.99,-173.4,
63195,35,360,-998,-73,-61.6,24.99,100.4,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63264,35,532,-948,-306,110.4,74.99,-132.6,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63367,35,672,-1068,-194,250.4,-45.01,-20.6,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63469,35,189,-651,80,-232.6,371.99,253.4,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63570,35,372,-1233,-356,-49.6,-210.01,-182.6,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63676,35,419,-916,-183,-2.6,106.99,-9.6,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63775,35,350,-1123,-672,-71.6,-100.01,-498.6,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63881,35,435,-813,84,13.4,209.99,257.4,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
63979,35,232,-865,108,-189.6,157.99,281.4,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
64081,35,319,-772,10,-102.6,250.99,183.4,-578.47,2768.7,2205.16,421.6,-1022.99,-173.4,
64212,36,146,-803,-205,-275.6,219.99,-31.6,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64285,36,656,-1051,-333,234.4,-28.01,-159.6,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64390,36,406,-924,-162,-15.6,98.99,11.4,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64489,36,465,-776,-282,43.4,246.99,-108.6,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64591,36,416,-1088,-120,-5.6,-65.01,53.4,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64692,36,36,-754,-89,-385.6,268.99,84.4,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64792,36,469,-1205,-222,47.4,-182.01,-48.6,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64896,36,465,-1098,-69,43.4,-75.01,104.4,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
64996,36,392,-993,89,-29.6,29.99,262.4,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
65094,36,431,-950,76,9.4,72.99,249.4,-612.07,2852.99,2228.36,421.6,-1022.99,-173.4,
65221,37,463,-553,-97,41.4,469.99,76.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65290,37,451,-968,45,29.4,54.99,218.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65388,37,341,-757,-182,-80.6,265.99,-8.6,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65488,37,219,-815,46,-202.6,207.99,219.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65590,37,465,-791,-237,43.4,231.99,-63.6,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65690,37,335,-957,-169,-86.6,65.99,4.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65789,37,329,-899,94,-92.6,123.99,267.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65889,37,504,-769,224,82.4,253.99,397.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
65989,37,358,-732,-38,-63.6,290.99,135.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
66089,37,490,-969,-141,68.4,53.99,32.4,-645.47,2911.78,2270.06,421.6,-1022.99,-173.4,
66219,38,382,-1147,-163,-39.6,-124.01,10.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66291,38,488,-897,291,66.4,125.99,464.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66392,38,507,-964,-57,85.4,58.99,116.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66490,38,445,-798,95,23.4,224.99,268.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66589,38,276,-854,-135,-145.6,168.99,38.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66691,38,544,-1093,-144,122.4,-70.01,29.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66793,38,424,-687,-83,2.4,335.99,90.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66890,38,493,-781,-55,71.4,241.99,118.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
66991,38,332,-789,272,-89.6,233.99,445.4,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
67091,38,626,-1137,-343,204.4,-114.01,-169.6,-671.57,3113.78,2397.95,421.6,-1022.99,-173.4,
67227,39,357,-914,53,-64.6,108.99,226.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67296,39,451,-1341,-777,29.4,-318.01,-603.6,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67400,39,349,-785,144,-72.6,237.99,317.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67502,39,417,-951,-137,-4.6,71.99,36.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67600,39,624,-1199,-83,202.4,-176.01,90.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67702,39,437,-1076,-60,15.4,-53.01,113.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67803,39,442,-804,-69,20.4,218.99,104.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
67903,39,350,-825,-45,-71.6,197.99,128.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
68003,39,487,-1065,-435,65.4,-42.01,-261.6,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
68107,39,311,-1018,9,-110.6,4.99,182.4,-641.48,3222.07,2539.15,421.6,-1022.99,-173.4,
68236,40,465,-1002,117,43.4,20.99,290.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68305,40,531,-1080,-409,109.4,-57.01,-235.6,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68409,40,638,-759,80,216.4,263.99,253.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68509,40,418,-716,80,-3.6,306.99,253.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68608,40,172,-856,-68,-249.6,166.99,105.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68710,40,399,-1092,-405,-22.6,-69.01,-231.6,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68814,40,590,-1001,-239,168.4,21.99,-65.6,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
68916,40,720,-1185,-11,298.4,-162.01,162.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
69019,40,348,-839,17,-73.6,183.99,190.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
69118,40,390,-997,282,-31.6,25.99,455.4,-640.58,3247.27,2572.54,421.6,-1022.99,-173.4,
69250,41,411,-946,-121,-10.6,76.99,52.4,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69318,41,236,-889,-211,-185.6,133.99,-37.6,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69422,41,443,-916,-234,21.4,106.99,-60.6,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69523,41,242,-1099,-591,-179.6,-76.01,-417.6,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69627,41,547,-963,-250,125.4,59.99,-76.6,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69729,41,388,-929,-244,-33.6,93.99,-70.6,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69829,41,391,-992,-55,-30.6,30.99,118.4,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
69929,41,514,-951,-111,92.4,71.99,62.4,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
70028,41,256,-803,193,-165.6,219.99,366.4,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
70130,41,-143,-1073,-826,-564.6,-50.01,-652.6,-595.08,3317.56,2690.34,421.6,-1022.99,-173.4,
70266,42,-283,-952,-801,-704.6,70.99,-627.6,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70341,42,1049,-883,334,627.4,139.99,507.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70443,42,1216,-659,9,794.4,363.99,182.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70543,42,180,-799,98,-241.6,223.99,271.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70643,42,-217,-993,-479,-638.6,29.99,-305.6,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70748,42,151,-647,-38,-270.6,375.99,135.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70849,42,373,-470,311,-48.6,552.99,484.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
70950,42,604,-834,-172,182.4,188.99,1.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
71050,42,734,-1076,230,312.4,-53.01,403.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
71152,42,337,-821,508,-84.6,201.99,681.4,-688.18,3384.45,2618.74,421.6,-1022.99,-173.4,
71283,43,402,-1208,-14,-19.6,-185.01,159.4,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71356,43,464,-1119,-466,42.4,-96.01,-292.6,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71459,43,511,-1300,-108,89.4,-277.01,65.4,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71562,43,542,-1260,-70,120.4,-237.01,103.4,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71664,43,224,-434,-288,-197.6,588.99,-114.6,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71769,43,-200,-667,-11,-621.6,355.99,162.4,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71872,43,240,-1131,-344,-181.6,-108.01,-170.6,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
71977,43,396,-585,-368,-25.6,437.99,-194.6,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
72081,43,668,-1058,170,246.4,-35.01,343.4,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
72183,43,635,-1002,-324,213.4,20.99,-150.6,-695.38,3594.05,2792.13,421.6,-1022.99,-173.4,
72316,44,431,-1277,-29,9.4,-254.01,144.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
72387,44,436,-852,121,14.4,170.99,294.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
72486,44,54,-881,-193,-367.6,141.99,-19.6,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
72589,44,273,-1159,51,-148.6,-136.01,224.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
72692,44,294,-781,43,-127.6,241.99,216.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
72793,44,301,-1163,-265,-120.6,-140.01,-91.6,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
72898,44,345,-1049,-504,-76.6,-26.01,-330.6,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
73003,44,198,-895,88,-223.6,127.99,261.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
73103,44,297,-864,-166,-124.6,158.99,7.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
73204,44,914,-1196,-148,492.4,-173.01,25.4,-728.79,3640.64,2783.23,421.6,-1022.99,-173.4,
73337,45,304,-909,-146,-117.6,113.99,27.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
73409,45,617,-1151,45,195.4,-128.01,218.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
73511,45,-50,-636,216,-471.6,386.99,389.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
73613,45,207,-1026,-640,-214.6,-3.01,-466.6,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
73717,45,370,-979,130,-51.6,43.99,303.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
73817,45,513,-975,69,91.4,47.99,242.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
73915,45,620,-740,-133,198.4,282.99,40.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
74015,45,364,-775,-55,-57.6,247.99,118.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
74117,45,335,-976,-16,-86.6,46.99,157.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
74216,45,437,-1073,-99,15.4,-50.01,74.4,-796.09,3651.94,2856.42,421.6,-1022.99,-173.4,
74346,46,383,-888,-238,-38.6,134.99,-64.6,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
74418,46,490,-1167,-129,68.4,-144.01,44.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
74520,46,555,-936,-58,133.4,86.99,115.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
74619,46,534,-1025,254,112.4,-2.01,427.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
74721,46,330,-863,-184,-91.6,159.99,-10.6,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
74823,46,203,-927,-283,-218.6,95.99,-109.6,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
74926,46,333,-844,40,-88.6,178.99,213.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
75026,46,265,-802,66,-156.6,220.99,239.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
75126,46,534,-979,-1,112.4,43.99,172.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
75226,46,445,-872,-22,23.4,150.99,151.4,-845.99,3750.93,2966.92,421.6,-1022.99,-173.4,
75356,47,429,-1083,93,7.4,-60.01,266.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
75424,47,474,-910,318,52.4,112.99,491.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
75524,47,365,-875,-188,-56.6,147.99,-14.6,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
75626,47,388,-918,-543,-33.6,104.99,-369.6,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
75728,47,389,-602,113,-32.6,420.99,286.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
75830,47,405,-920,-4,-16.6,102.99,169.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
75929,47,462,-770,-147,40.4,252.99,26.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
76029,47,415,-1497,-613,-6.6,-474.01,-439.6,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
76134,47,247,-908,12,-174.6,114.99,185.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
76234,47,517,-983,231,95.4,39.99,404.4,-860.39,3843.62,3084.82,421.6,-1022.99,-173.4,
76363,48,603,-839,231,181.4,183.99,404.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
76434,48,411,-732,235,-10.6,290.99,408.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
76535,48,420,-1144,-371,-1.6,-121.01,-197.6,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
76639,48,475,-1035,9,53.4,-12.01,182.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
76738,48,471,-882,35,49.4,140.99,208.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
76836,48,369,-912,156,-52.6,110.99,329.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
76938,48,389,-832,54,-32.6,190.99,227.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
77037,48,432,-1298,-1071,10.4,-275.01,-897.6,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
77143,48,354,-755,391,-67.6,267.99,564.4,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
77243,48,259,-918,-191,-162.6,104.99,-17.6,-872.89,3920.02,3185.41,421.6,-1022.99,-173.4,
77377,49,456,-787,-411,34.4,235.99,-237.6,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
77449,49,477,-893,-422,55.4,129.99,-248.6,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
77550,49,547,-828,-224,125.4,194.99,-50.6,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
77652,49,350,-571,9,-71.6,451.99,182.4,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
77751,49,465,-977,-41,43.4,45.99,132.4,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
77850,49,351,-767,-278,-70.6,255.99,-104.6,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
77953,49,350,-1029,-213,-71.6,-6.01,-39.6,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
78055,49,419,-1142,-338,-2.6,-119.01,-164.6,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
78159,49,335,-643,152,-86.6,379.99,325.4,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
78260,49,340,-905,-65,-81.6,117.99,108.4,-876.2,4008.31,3306.61,421.6,-1022.99,-173.4,
78392,50,409,-1210,-135,-12.6,-187.01,38.4,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
78465,50,511,-768,-259,89.4,254.99,-85.6,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
78565,50,506,-918,-61,84.4,104.99,112.4,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
78665,50,450,-934,-56,28.4,88.99,117.4,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
78764,50,397,-943,-189,-24.6,79.99,-15.6,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
78864,50,160,-662,111,-261.6,360.99,284.4,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
78966,50,365,-1103,-100,-56.6,-80.01,73.4,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
79069,50,475,-1150,-281,53.4,-127.01,-107.6,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
79172,50,430,-938,-294,8.4,84.99,-120.6,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
79272,50,396,-842,-285,-25.6,180.99,-111.6,-888.8,4177.11,3296.9,421.6,-1022.99,-173.4,
79406,51,400,-624,-139,-21.6,398.99,34.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
79476,51,429,-996,-219,7.4,26.99,-45.6,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
79576,51,726,-1141,-485,304.4,-118.01,-311.6,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
79680,51,421,-1073,7,-0.6,-50.01,180.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
79779,51,201,-625,109,-220.6,397.99,282.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
79881,51,530,-1068,-87,108.4,-45.01,86.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
79982,51,343,-751,167,-78.6,271.99,340.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
80082,51,315,-688,62,-106.6,334.99,235.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
80184,51,358,-1292,-224,-63.6,-269.01,-50.6,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
80288,51,336,-732,-116,-85.6,290.99,57.4,-900.5,4253.3,3315.4,421.6,-1022.99,-173.4,
80419,52,286,-1029,-237,-135.6,-6.01,-63.6,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
80492,52,374,-734,-99,-47.6,288.99,74.4,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
80591,52,388,-833,121,-33.6,189.99,294.4,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
80693,52,445,-1304,-608,23.4,-281.01,-434.6,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
80797,52,334,-616,-108,-87.6,406.99,65.4,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
80898,52,409,-870,-305,-12.6,152.99,-131.6,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
81001,52,551,-680,-53,129.4,342.99,120.4,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
81101,52,286,-778,-128,-135.6,244.99,45.4,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
81204,52,376,-1277,-222,-45.6,-254.01,-48.6,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
81308,52,415,-1333,-264,-6.6,-310.01,-90.6,-916.2,4377.29,3396.3,421.6,-1022.99,-173.4,
81441,53,125,-937,12,-296.6,85.99,185.4,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
81511,53,358,-978,-160,-63.6,44.99,13.4,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
81610,53,286,-848,-224,-135.6,174.99,-50.6,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
81714,53,761,-742,-423,339.4,280.99,-249.6,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
81817,53,1050,-676,121,628.4,346.99,294.4,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
81918,53,1081,-578,159,659.4,444.99,332.4,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
82021,53,238,-832,-130,-183.6,190.99,43.4,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
82122,53,250,-1234,-545,-171.6,-211.01,-371.6,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
82229,53,284,-968,-437,-137.6,54.99,-263.6,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
82332,53,364,-635,-122,-57.6,387.99,51.4,-951.4,4454.89,3379.39,421.6,-1022.99,-173.4,
82463,54,253,-755,123,-168.6,267.99,296.4,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
82535,54,641,-1038,-195,219.4,-15.01,-21.6,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
82638,54,370,-905,-180,-51.6,117.99,-6.6,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
82739,54,314,-1118,-785,-107.6,-95.01,-611.6,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
82844,54,361,-836,-176,-60.6,186.99,-2.6,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
82946,54,602,-749,54,180.4,273.99,227.4,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
83045,54,452,-955,96,30.4,67.99,269.4,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
83142,54,506,-1121,-120,84.4,-98.01,53.4,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
83244,54,492,-1086,-284,70.4,-63.01,-110.6,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
83347,54,474,-865,-110,52.4,157.99,63.4,-893.31,4635.08,3377.89,421.6,-1022.99,-173.4,
83477,55,407,-936,129,-14.6,86.99,302.4,-868.41,4715.28,3393.58,421.6,-1022.99,-173.4,
83547,55,80,-652,71,-341.6,370.99,244.4,-868.41,4715.28,3393.58,421.6,-1022.99,-173.4,
83646,55,329,-786,108,-92.6,236.99,281.4,-868.41,4715.28,3393.58,421.6,-1022.99,-173.4,
83747,55,332,-896,-116,-89.6,126.99,57.4,-868.41,4715.28,3393.58,421.6,-1022.99,-173.4,
