time,run_cnt,dps_x,dps_y,dps_z,cal_adjust_x,cal_adjust_y,cal_adjust_z,deg_x,deg_y,deg_z,cal_x,cal_y,cal_z,notes
7094,0,484,-939,-150,,,,,,,,,,Calibrating Gyro
7146,0,401,-978,-285,,,,,,,,,,Calibrating Gyro
7198,0,373,-649,151,,,,,,,,,,Calibrating Gyro
7249,0,379,-978,-503,,,,,,,,,,Calibrating Gyro
7302,0,425,-1185,-328,,,,,,,,,,Calibrating Gyro
7355,0,482,-1273,-112,,,,,,,,,,Calibrating Gyro
7408,0,540,-929,-247,,,,,,,,,,Calibrating Gyro
7460,0,224,-695,-328,,,,,,,,,,Calibrating Gyro
7512,0,580,-1016,280,,,,,,,,,,Calibrating Gyro
7564,0,294,-971,-39,,,,,,,,,,Calibrating Gyro
7615,0,179,-1232,-281,,,,,,,,,,Calibrating Gyro
7668,0,611,-1179,558,,,,,,,,,,Calibrating Gyro
7720,0,43,-1137,-249,,,,,,,,,,Calibrating Gyro
7773,0,611,-840,-71,,,,,,,,,,Calibrating Gyro
7823,0,307,-738,-127,,,,,,,,,,Calibrating Gyro
7875,0,437,-1011,-202,,,,,,,,,,Calibrating Gyro
7928,0,712,-1127,84,,,,,,,,,,Calibrating Gyro
7980,0,341,-834,-508,,,,,,,,,,Calibrating Gyro
8032,0,558,-1435,428,,,,,,,,,,Calibrating Gyro
8084,0,463,-1084,194,,,,,,,,,,Calibrating Gyro
8136,0,-84,-766,-424,,,,,,,,,,Calibrating Gyro
8188,0,345,-1187,-271,,,,,,,,,,Calibrating Gyro
8241,0,462,-839,261,,,,,,,,,,Calibrating Gyro
8292,0,541,-1021,-739,,,,,,,,,,Calibrating Gyro
8345,0,593,-1158,-26,,,,,,,,,,Calibrating Gyro
8397,0,82,-1184,-279,,,,,,,,,,Calibrating Gyro
8450,0,617,-811,-17,,,,,,,,,,Calibrating Gyro
8501,0,15,-1200,-72,,,,,,,,,,Calibrating Gyro
8551,0,732,-1088,-393,,,,,,,,,,Calibrating Gyro
8604,0,381,-807,-525,,,,,,,,,,Calibrating Gyro
8656,0,40,-573,-50,,,,,,,,,,Calibrating Gyro
8707,0,743,-386,597,,,,,,,,,,Calibrating Gyro
8758,0,94,-1249,-640,,,,,,,,,,Calibrating Gyro
8810,0,958,-1176,77,,,,,,,,,,Calibrating Gyro
8860,0,359,-698,65,,,,,,,,,,Calibrating Gyro
8910,0,402,-817,93,,,,,,,,,,Calibrating Gyro
8961,0,1125,-1090,-278,,,,,,,,,,Calibrating Gyro
9015,0,-23,-836,-781,,,,,,,,,,Calibrating Gyro
9067,0,514,-435,542,,,,,,,,,,Calibrating Gyro
9118,0,853,-272,574,,,,,,,,,,Calibrating Gyro
9168,0,-33,-1507,-201,,,,,,,,,,Calibrating Gyro
9222,0,418,-1145,-331,,,,,,,,,,Calibrating Gyro
9275,0,344,-1356,-206,,,,,,,,,,Calibrating Gyro
9328,0,326,-1087,-315,,,,,,,,,,Calibrating Gyro
9381,0,467,-852,-472,,,,,,,,,,Calibrating Gyro
9434,0,374,-499,-402,,,,,,,,,,Calibrating Gyro
9486,0,323,-965,-195,,,,,,,,,,Calibrating Gyro
9538,0,51,-593,-124,,,,,,,,,,Calibrating Gyro
9588,0,672,-1560,326,,,,,,,,,,Calibrating Gyro
9640,0,373,-576,89,,,,,,,,,,Calibrating Gyro
9691,0,204,-447,-564,,,,,,,,,,Calibrating Gyro
9743,0,298,-519,35,,,,,,,,,,Calibrating Gyro
9793,0,-56,-1850,-336,,,,,,,,,,Calibrating Gyro
9846,0,947,-754,-96,,,,,,,,,,Calibrating Gyro
9896,0,181,-1011,-437,,,,,,,,,,Calibrating Gyro
9950,0,520,-1222,-243,,,,,,,,,,Calibrating Gyro
10003,0,372,-1355,-369,,,,,,,,,,Calibrating Gyro
10057,0,415,-902,-76,,,,,,,,,,Calibrating Gyro
10109,0,179,-626,-185,,,,,,,,,,Calibrating Gyro
10163,0,212,-631,-56,,,,,,,,,,Calibrating Gyro
10215,0,718,-1093,-67,,,,,,,,,,Calibrating Gyro
10268,0,237,-728,-291,,,,,,,,,,Calibrating Gyro
10321,0,277,-1260,-72,,,,,,,,,,Calibrating Gyro
10375,0,763,-935,120,,,,,,,,,,Calibrating Gyro
10426,0,104,-1118,-581,,,,,,,,,,Calibrating Gyro
10480,0,816,-1098,-101,,,,,,,,,,Calibrating Gyro
10534,0,-40,-747,-134,,,,,,,,,,Calibrating Gyro
10588,0,611,-1113,-23,,,,,,,,,,Calibrating Gyro
10641,0,644,-1087,-171,,,,,,,,,,Calibrating Gyro
10695,0,199,-956,43,,,,,,,,,,Calibrating Gyro
10746,0,627,-865,113,,,,,,,,,,Calibrating Gyro
10799,0,305,-934,-409,,,,,,,,,,Calibrating Gyro
10852,0,248,-947,-564,,,,,,,,,,Calibrating Gyro
10905,0,429,-581,457,,,,,,,,,,Calibrating Gyro
10957,0,156,-663,-639,,,,,,,,,,Calibrating Gyro
11010,0,391,-869,176,,,,,,,,,,Calibrating Gyro
11062,0,432,-880,22,,,,,,,,,,Calibrating Gyro
11113,0,288,-1321,-237,,,,,,,,,,Calibrating Gyro
11167,0,521,-898,-145,,,,,,,,,,Calibrating Gyro
11220,0,464,-1001,-166,,,,,,,,,,Calibrating Gyro
11275,0,435,-992,-55,,,,,,,,,,Calibrating Gyro
11327,0,358,-1150,-163,,,,,,,,,,Calibrating Gyro
11381,0,488,-1056,-147,,,,,,,,,,Calibrating Gyro
11436,0,578,-1099,210,,,,,,,,,,Calibrating Gyro
11489,0,447,-959,-65,,,,,,,,,,Calibrating Gyro
11541,0,380,-1128,-460,,,,,,,,,,Calibrating Gyro
11595,0,630,-1026,93,,,,,,,,,,Calibrating Gyro
11646,0,306,-931,-390,,,,,,,,,,Calibrating Gyro
11700,0,424,-942,-73,,,,,,,,,,Calibrating Gyro
11752,0,354,-938,-170,,,,,,,,,,Calibrating Gyro
11805,0,113,-710,78,,,,,,,,,,Calibrating Gyro
11856,0,345,-337,196,,,,,,,,,,Calibrating Gyro
11909,0,407,-1075,-4,,,,,,,,,,Calibrating Gyro
11961,0,545,-1218,-398,,,,,,,,,,Calibrating Gyro
12015,0,447,-1253,-251,,,,,,,,,,Calibrating Gyro
12069,0,288,-973,-336,,,,,,,,,,Calibrating Gyro
12123,0,163,-1218,-177,,,,,,,,,,Calibrating Gyro
12177,0,718,-1216,150,,,,,,,,,,Calibrating Gyro
12229,0,95,-1236,-695,,,,,,,,,,Calibrating Gyro
12282,0,621,-983,347,,,,,,,,,,Calibrating Gyro
12335,0,410,-1162,-176,,,,,,,,,,Calibrating Gyro
12389,0,204,-1101,-262,,,,,,,,,,Calibrating Gyro
12443,0,689,-910,25,,,,,,,,,,Calibrating Gyro
12494,0,328,-1259,-230,,,,,,,,,,Calibrating Gyro
12549,0,538,-1135,-420,,,,,,,,,,Calibrating Gyro
12603,0,329,-1140,-60,,,,,,,,,,Calibrating Gyro
12656,0,460,-924,-511,,,,,,,,,,Calibrating Gyro
12709,0,436,-1239,-175,,,,,,,,,,Calibrating Gyro
12764,0,442,-1019,-231,,,,,,,,,,Calibrating Gyro
12818,0,333,-1186,-262,,,,,,,,,,Calibrating Gyro
12872,0,589,-991,-214,,,,,,,,,,Calibrating Gyro
12925,0,304,-919,-141,,,,,,,,,,Calibrating Gyro
12979,0,485,-1011,-554,,,,,,,,,,Calibrating Gyro
13033,0,485,-1099,-176,,,,,,,,,,Calibrating Gyro
13086,0,466,-893,-9,,,,,,,,,,Calibrating Gyro
13137,0,452,-1183,-258,,,,,,,,,,Calibrating Gyro
13192,0,328,-879,-454,,,,,,,,,,Calibrating Gyro
13245,0,416,-1063,-423,,,,,,,,,,Calibrating Gyro
13299,0,412,-925,-171,,,,,,,,,,Calibrating Gyro
13352,0,257,-1114,-238,,,,,,,,,,Calibrating Gyro
13407,0,706,-777,-23,,,,,,,,,,Calibrating Gyro
13459,0,329,-938,-391,,,,,,,,,,Calibrating Gyro
13512,0,561,-1091,-209,,,,,,,,,,Calibrating Gyro
13566,0,378,-964,-57,,,,,,,,,,Calibrating Gyro
13619,0,480,-901,-40,,,,,,,,,,Calibrating Gyro
13671,0,299,-646,-220,,,,,,,,,,Calibrating Gyro
13723,0,424,-960,-123,,,,,,,,,,Calibrating Gyro
13776,0,351,-786,-109,,,,,,,,,,Calibrating Gyro
13830,0,127,-613,307,,,,,,,,,,Calibrating Gyro
13882,0,388,-908,61,,,,,,,,,,Calibrating Gyro
13933,0,317,-910,90,,,,,,,,,,Calibrating Gyro
13984,0,298,-987,-183,,,,,,,,,,Calibrating Gyro
14038,0,327,-852,-181,,,,,,,,,,Calibrating Gyro
14091,0,355,-886,-73,,,,,,,,,,Calibrating Gyro
14142,0,186,-788,164,,,,,,,,,,Calibrating Gyro
14194,0,357,-677,141,,,,,,,,,,Calibrating Gyro
14246,0,489,-861,-234,,,,,,,,,,Calibrating Gyro
14300,0,442,-978,-31,,,,,,,,,,Calibrating Gyro
14352,0,688,-1173,-271,,,,,,,,,,Calibrating Gyro
14406,0,573,-1317,-258,,,,,,,,,,Calibrating Gyro
14460,0,433,-946,-17,,,,,,,,,,Calibrating Gyro
14513,0,471,-1188,-350,,,,,,,,,,Calibrating Gyro
14567,0,592,-1065,-273,,,,,,,,,,Calibrating Gyro
14621,0,400,-934,58,,,,,,,,,,Calibrating Gyro
14672,0,414,-1096,-227,,,,,,,,,,Calibrating Gyro
14726,0,542,-1178,-321,,,,,,,,,,Calibrating Gyro
14780,0,436,-985,-234,,,,,,,,,,Calibrating Gyro
14833,0,481,-965,-445,,,,,,,,,,Calibrating Gyro
14886,0,376,-970,-338,,,,,,,,,,Calibrating Gyro
14940,0,269,-927,-164,,,,,,,,,,Calibrating Gyro
14993,0,470,-850,-109,,,,,,,,,,Calibrating Gyro
15046,0,153,-942,-339,,,,,,,,,,Calibrating Gyro
15099,0,438,-829,285,,,,,,,,,,Calibrating Gyro
15152,0,430,-787,399,,,,,,,,,,Calibrating Gyro
15204,0,229,-751,403,,,,,,,,,,Calibrating Gyro
15256,0,281,-839,79,,,,,,,,,,Calibrating Gyro
15306,0,508,-907,-280,,,,,,,,,,Calibrating Gyro
15360,0,440,-1338,-390,,,,,,,,,,Calibrating Gyro
15414,0,498,-1270,-135,,,,,,,,,,Calibrating Gyro
15468,0,130,-879,-61,,,,,,,,,,Calibrating Gyro
15520,0,623,-1137,-446,,,,,,,,,,Calibrating Gyro
15575,0,313,-1216,-222,,,,,,,,,,Calibrating Gyro
15629,0,511,-1105,-239,,,,,,,,,,Calibrating Gyro
15683,0,380,-1087,-187,,,,,,,,,,Calibrating Gyro
15737,0,572,-1140,64,,,,,,,,,,Calibrating Gyro
15790,0,318,-1155,-300,,,,,,,,,,Calibrating Gyro
15844,0,483,-1032,-163,,,,,,,,,,Calibrating Gyro
15898,0,258,-1087,-85,,,,,,,,,,Calibrating Gyro
15951,0,567,-1183,-39,,,,,,,,,,Calibrating Gyro
16005,0,416,-1274,-250,,,,,,,,,,Calibrating Gyro
16059,0,474,-1070,-375,,,,,,,,,,Calibrating Gyro
16113,0,391,-1187,-149,,,,,,,,,,Calibrating Gyro
16167,0,519,-869,-207,,,,,,,,,,Calibrating Gyro
16220,0,227,-963,-9,,,,,,,,,,Calibrating Gyro
16271,0,552,-957,15,,,,,,,,,,Calibrating Gyro
16322,0,487,-1026,-359,,,,,,,,,,Calibrating Gyro
16376,0,575,-1156,-65,,,,,,,,,,Calibrating Gyro
16430,0,355,-894,-132,,,,,,,,,,Calibrating Gyro
16483,0,525,-1144,-121,,,,,,,,,,Calibrating Gyro
16537,0,421,-1105,-300,,,,,,,,,,Calibrating Gyro
16591,0,546,-1272,-298,,,,,,,,,,Calibrating Gyro
16646,0,386,-934,-163,,,,,,,,,,Calibrating Gyro
16699,0,540,-1117,-491,,,,,,,,,,Calibrating Gyro
16753,0,347,-1059,-614,,,,,,,,,,Calibrating Gyro
16807,0,307,-1196,-57,,,,,,,,,,Calibrating Gyro
16861,0,367,-899,-71,,,,,,,,,,Calibrating Gyro
16913,0,526,-1401,-334,,,,,,,,,,Calibrating Gyro
16967,0,636,-1299,-424,,,,,,,,,,Calibrating Gyro
17020,0,498,-1049,339,,,,,,,,,,Calibrating Gyro
17074,0,470,-1078,-580,,,,,,,,,,Calibrating Gyro
17128,0,407,-1139,-447,,,,,,,,,,Calibrating Gyro
17182,0,490,-965,-99,,,,,,,,,,Calibrating Gyro
17234,0,424,-1088,23,,,,,,,,,,Calibrating Gyro
17287,0,451,-1239,-423,,,,,,,,,,Calibrating Gyro
17341,0,386,-1004,-175,,,,,,,,,,Calibrating Gyro
17395,0,668,-1070,-214,,,,,,,,,,Calibrating Gyro
17449,0,444,-1101,-296,,,,,,,,,,Calibrating Gyro
17504,0,397,-1125,-374,,,,,,,,,,Calibrating Gyro
17558,0,365,-1137,-162,,,,,,,,,,Calibrating Gyro
17612,0,350,-606,-64,,,,,,,,,,Calibrating Gyro
17665,0,436,-1129,83,,,,,,,,,,Calibrating Gyro
17717,0,381,-1273,-269,,,,,,,,,,Calibrating Gyro
17771,0,330,-1314,-367,,,,,,,,,,Calibrating Gyro
17825,0,391,-1108,-225,,,,,,,,,,Calibrating Gyro
17880,0,479,-950,-338,,,,,,,,,,Calibrating Gyro
17933,0,417,-1074,80,,,,,,,,,,Calibrating Gyro
17984,0,736,-889,-247,,,,,,,,,,Calibrating Gyro
18037,0,307,-703,-454,,,,,,,,,,Calibrating Gyro
18091,0,465,-1100,-741,,,,,,,,,,Calibrating Gyro
18145,0,386,-1209,-86,,,,,,,,,,Calibrating Gyro
18198,0,455,-1208,-355,,,,,,,,,,Calibrating Gyro
18252,0,266,-882,-356,,,,,,,,,,Calibrating Gyro
18306,0,281,-1075,-341,,,,,,,,,,Calibrating Gyro
18360,0,264,-1202,-654,,,,,,,,,,Calibrating Gyro
18414,0,644,-1212,-304,,,,,,,,,,Calibrating Gyro
18468,0,501,-1502,-267,,,,,,,,,,Calibrating Gyro
18523,0,269,-1070,164,,,,,,,,,,Calibrating Gyro
18576,0,627,-776,196,,,,,,,,,,Calibrating Gyro
18628,0,303,-978,375,,,,,,,,,,Calibrating Gyro
18680,0,432,-1473,-39,,,,,,,,,,Calibrating Gyro
18733,0,465,-1044,-109,,,,,,,,,,Calibrating Gyro
18787,0,639,-1231,-159,,,,,,,,,,Calibrating Gyro
18841,0,222,-1664,-114,,,,,,,,,,Calibrating Gyro
18895,0,715,-704,-262,,,,,,,,,,Calibrating Gyro
18949,0,28,-737,-230,,,,,,,,,,Calibrating Gyro
19001,0,772,-762,-447,,,,,,,,,,Calibrating Gyro
19054,0,-126,-1760,-556,,,,,,,,,,Calibrating Gyro
19109,0,1042,-1065,67,,,,,,,,,,Calibrating Gyro
19163,0,233,-966,-724,,,,,,,,,,Calibrating Gyro
19216,0,408,-1387,113,,,,,,,,,,Calibrating Gyro
19269,0,445,-1757,-289,,,,,,,,,,Calibrating Gyro
19323,0,407,-1125,-458,,,,,,,,,,Calibrating Gyro
19378,0,577,-732,128,,,,,,,,,,Calibrating Gyro
19430,0,100,-1143,-906,,,,,,,,,,Calibrating Gyro
19484,0,687,-1561,49,,,,,,,,,,Calibrating Gyro
19536,0,202,-1048,-506,,,,,,,,,,Calibrating Gyro
19591,0,768,-1021,-247,,,,,,,,,,Calibrating Gyro
19645,0,305,-761,-236,,,,,,,,,,Calibrating Gyro
19697,0,213,-1474,-619,,,,,,,,,,Calibrating Gyro
19751,0,652,-1142,-110,,,,,,,,,,Calibrating Gyro
19806,0,188,-836,-201,,,,,,,,,,Calibrating Gyro
19859,0,859,-1169,-5,,,,,,,,,,Calibrating Gyro
19911,0,483,-1140,-258,,,,,,,,,,Calibrating Gyro
19965,0,524,-892,30,,,,,,,,,,Calibrating Gyro
20017,0,490,-994,25,,,,,,,,,,Calibrating Gyro
20068,0,-64,-298,176,,,,,,,,,,Calibrating Gyro
20120,0,897,-1378,-378,,,,,,,,,,Calibrating Gyro
20174,0,378,-981,-469,,,,,,,,,,Calibrating Gyro
20227,0,51,-948,-301,,,,,,,,,,Calibrating Gyro
20279,0,1339,-1137,5,,,,,,,,,,Calibrating Gyro
20331,0,-270,-1122,-1004,,,,,,,,,,Calibrating Gyro
20387,0,1127,-1156,284,,,,,,,,,,Calibrating Gyro
20442,0,50,-710,-262,,,,,,,,,,Calibrating Gyro
20494,0,427,-1037,71,,,,,,,,,,Calibrating Gyro
20546,0,580,-1126,-73,,,,,,,,,,Calibrating Gyro
20599,0,56,-1054,-389,,,,,,,,,,Calibrating Gyro
20653,0,883,-1042,-239,,,,,,,,,,Calibrating Gyro
20707,0,193,-1193,-520,,,,,,,,,,Calibrating Gyro
20761,0,634,-1214,130,,,,,,,,,,Calibrating Gyro
20814,0,291,-1180,-233,,,,,,,,,,Calibrating Gyro
20869,0,409,-804,-143,,,,,,,,,,Calibrating Gyro
20922,0,521,-929,-238,,,,,,,,,,Calibrating Gyro
20975,0,314,-954,-97,,,,,,,,,,Calibrating Gyro
21026,0,430,-767,-136,,,,,,,,,,Calibrating Gyro
21080,0,373,-1524,-404,,,,,,,,,,Calibrating Gyro
21134,0,411,-1068,-227,,,,,,,,,,Calibrating Gyro
21188,0,661,-993,176,,,,,,,,,,Calibrating Gyro
21240,0,439,-963,-242,,,,,,,,,,Calibrating Gyro
21294,0,289,-1172,-11,,,,,,,,,,Calibrating Gyro
21347,0,586,-1081,-208,,,,,,,,,,Calibrating Gyro
21401,0,603,-1239,-371,,,,,,,,,,Calibrating Gyro
21455,0,387,-1030,-245,,,,,,,,,,Calibrating Gyro
21510,0,454,-1430,-216,,,,,,,,,,Calibrating Gyro
21564,0,512,-872,-167,,,,,,,,,,Calibrating Gyro
21617,0,373,-1474,-173,,,,,,,,,,Calibrating Gyro
21671,0,922,-645,-559,,,,,,,,,,Calibrating Gyro
21725,0,112,-1319,-290,,,,,,,,,,Calibrating Gyro
21779,0,933,-575,111,,,,,,,,,,Calibrating Gyro
21831,0,40,-1042,-590,,,,,,,,,,Calibrating Gyro
21883,0,555,-1192,-98,,,,,,,,,,Calibrating Gyro
21937,0,481,-1190,-413,,,,,,,,,,Calibrating Gyro
21991,0,537,-967,30,,,,,,,,,,Calibrating Gyro
22042,0,200,-1221,-484,,,,,,,,,,Calibrating Gyro
22096,0,411,-1026,101,,,,,,,,,,Calibrating Gyro
22150,0,336,-910,-341,,,,,,,,,,Calibrating Gyro
22203,0,171,-1289,13,,,,,,,,,,Calibrating Gyro
22255,0,470,-768,-377,,,,,,,,,,Calibrating Gyro
22308,0,361,-1150,-211,,,,,,,,,,Calibrating Gyro
22363,0,316,-896,-32,,,,,,,,,,Calibrating Gyro
22415,0,181,-1124,288,,,,,,,,,,Calibrating Gyro
22467,0,508,-873,22,,,,,,,,,,Calibrating Gyro
22518,0,250,-842,-44,,,,,,,,,,Calibrating Gyro
22571,0,553,-1104,-291,,,,,,,,,,Calibrating Gyro
22625,0,183,-1181,-310,,,,,,,,,,Calibrating Gyro
22679,0,646,-1094,-462,,,,,,,,,,Calibrating Gyro
22733,0,453,-955,-280,,,,,,,,,,Calibrating Gyro
22787,0,253,-1030,-183,,,,,,,,,,Calibrating Gyro
22841,0,815,-694,100,,,,,,,,,,Calibrating Gyro
22893,0,-7,-1103,-398,,,,,,,,,,Calibrating Gyro
22946,0,599,-1040,-42,,,,,,,,,,Calibrating Gyro
23000,0,578,-1336,-437,,,,,,,,,,Calibrating Gyro
23054,0,414,-1022,-24,,,,,,,,,,Calibrating Gyro
23107,0,514,-864,-63,,,,,,,,,,Calibrating Gyro
23158,0,695,-1167,-488,,,,,,,,,,Calibrating Gyro
23213,0,671,-1195,-134,,,,,,,,,,Calibrating Gyro
23267,0,337,-1138,-18,,,,,,,,,,Calibrating Gyro
23320,0,505,-1011,-319,,,,,,,,,,Calibrating Gyro
23374,0,399,-1276,-314,,,,,,,,,,Calibrating Gyro
23429,0,467,-1037,28,,,,,,,,,,Calibrating Gyro
23481,0,335,-936,-168,,,,,,,,,,Calibrating Gyro
23534,0,267,-1402,2,,,,,,,,,,Calibrating Gyro
23585,0,514,-813,87,,,,,,,,,,Calibrating Gyro
23636,0,467,-898,-68,,,,,,,,,,Calibrating Gyro
23689,0,514,-1070,-274,,,,,,,,,,Calibrating Gyro
23743,0,475,-898,236,,,,,,,,,,Calibrating Gyro
23794,0,409,-961,-463,,,,,,,,,,Calibrating Gyro
23847,0,435,-1091,-318,,,,,,,,,,Calibrating Gyro
23902,0,378,-1123,-146,,,,,,,,,,Calibrating Gyro
23956,0,370,-1222,-204,,,,,,,,,,Calibrating Gyro
24010,0,530,-888,-98,,,,,,,,,,Calibrating Gyro
24062,0,363,-1099,-102,,,,,,,,,,Calibrating Gyro
24117,0,369,-1014,14,,,,,,,,,,Calibrating Gyro
24169,0,355,-903,-433,,,,,,,,,,Calibrating Gyro
24222,0,449,-1436,-333,,,,,,,,,,Calibrating Gyro
24276,0,388,-1170,-359,,,,,,,,,,Calibrating Gyro
24331,0,355,-899,-80,,,,,,,,,,Calibrating Gyro
24383,0,423,-1027,-555,,,,,,,,,,Calibrating Gyro
24437,0,604,-1626,-434,,,,,,,,,,Calibrating Gyro
24492,0,405,-1354,-417,,,,,,,,,,Calibrating Gyro
24546,0,745,-1140,-230,,,,,,,,,,Calibrating Gyro
