time,run_cnt,dps_x,dps_y,dps_z,cal_adjust_x,cal_adjust_y,cal_adjust_z,deg_x,deg_y,deg_z,cal_x,cal_y,cal_z,notes
73249,69,417,-1036,-271,22.02,-79.48,-127.94,-2020.84,912.86,807.18,394.98,-956.52,-143.06,
73351,69,352,-1135,-69,-42.98,-178.48,74.06,-2020.84,912.86,807.18,394.98,-956.52,-143.06,
73451,70,489,-982,104,94.02,-25.48,247.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
73548,70,271,-780,48,-123.98,176.52,191.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
73647,70,252,-783,-193,-142.98,173.52,-49.94,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
73747,70,297,-956,-395,-97.98,0.52,-251.94,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
73846,70,465,-1354,-38,70.02,-397.48,105.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
73946,70,327,-775,105,-67.98,181.52,248.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
74045,70,391,-868,-134,-3.98,88.52,9.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
74140,70,356,-840,80,-38.98,116.52,223.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
74237,70,58,-631,71,-336.98,325.52,214.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
74336,70,58,-728,-37,-336.98,228.52,106.06,-2051.12,891.98,831.94,394.98,-956.52,-143.06,
74435,71,374,-1009,-229,-20.98,-52.48,-85.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
74535,71,303,-1116,-369,-91.98,-159.48,-225.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
74638,71,490,-1078,-346,95.02,-121.48,-202.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
74740,71,607,-1136,-285,212.02,-179.48,-141.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
74844,71,480,-1138,-166,85.02,-181.48,-22.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
74944,71,462,-986,-50,67.02,-29.48,93.06,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
75040,71,565,-1204,-547,170.02,-247.48,-403.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
75144,71,309,-901,-222,-85.98,55.52,-78.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
75243,71,385,-1012,-291,-9.98,-55.48,-147.94,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
75343,71,365,-956,-55,-29.98,0.52,88.06,-2149.7,978.8,936.1,394.98,-956.52,-143.06,
75440,72,385,-1078,-367,-9.98,-121.48,-223.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
75541,72,454,-1013,-274,59.02,-56.48,-130.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
75641,72,612,-1331,-246,217.02,-374.48,-102.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
75745,72,328,-838,-154,-66.98,118.52,-10.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
75845,72,368,-1235,-133,-26.98,-278.48,10.06,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
75945,72,396,-962,-223,1.02,-5.48,-79.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
76042,72,488,-985,-147,93.02,-28.48,-3.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
76140,72,347,-903,-422,-47.98,53.52,-278.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
76239,72,323,-977,-350,-71.98,-20.48,-206.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
76341,72,452,-1019,-242,57.02,-62.48,-98.94,-2110.68,881.72,823.16,394.98,-956.52,-143.06,
76441,73,378,-803,64,-16.98,153.52,207.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
76538,73,367,-1063,-293,-27.98,-106.48,-149.94,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
76641,73,300,-854,-9,-94.98,102.52,134.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
76739,73,403,-1014,82,8.02,-57.48,225.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
76835,73,424,-955,-98,29.02,1.52,45.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
76930,73,327,-847,-210,-67.98,109.52,-66.94,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
77030,73,426,-946,176,31.02,10.52,319.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
77126,73,299,-809,105,-95.98,147.52,248.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
77224,73,447,-1075,-192,52.02,-118.48,-48.94,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
77326,73,447,-1011,-58,52.02,-54.48,85.06,-2090.36,804.14,710.42,394.98,-956.52,-143.06,
77424,74,269,-825,49,-125.98,131.52,192.06,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
77522,74,362,-899,19,-32.98,57.52,162.06,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
77619,74,354,-995,-101,-40.98,-38.48,42.06,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
77717,74,363,-942,-454,-31.98,14.52,-310.94,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
77817,74,392,-938,-135,-2.98,18.52,8.06,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
77913,74,311,-772,-82,-83.98,184.52,61.06,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
78011,74,152,-477,-235,-242.98,479.52,-91.94,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
78111,74,535,-1216,-579,140.02,-259.48,-435.94,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
78215,74,321,-756,-149,-73.98,200.52,-5.94,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
78313,74,396,-1060,-423,1.02,-103.48,-279.94,-2103.54,822.96,810.18,394.98,-956.52,-143.06,
78414,75,485,-897,-252,90.02,59.52,-108.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
78513,75,390,-1098,-338,-4.98,-141.48,-194.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
78615,75,390,-961,-217,-4.98,-4.48,-73.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
78712,75,395,-958,-300,0.02,-1.48,-156.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
78810,75,406,-1020,-245,11.02,-63.48,-101.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
78911,75,314,-1183,-176,-80.98,-226.48,-32.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
79013,75,425,-1008,-211,30.02,-51.48,-67.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
79113,75,431,-1092,-408,36.02,-135.48,-264.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
79215,75,363,-909,-295,-31.98,47.52,-151.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
79314,75,360,-996,-475,-34.98,-39.48,-331.94,-2153.02,891.48,744.24,394.98,-956.52,-143.06,
79416,76,396,-960,-96,1.02,-3.48,47.06,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
79510,76,356,-944,-200,-38.98,12.52,-56.94,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
79608,76,380,-1195,-166,-14.98,-238.48,-22.94,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
79711,76,264,-588,29,-130.98,368.52,172.06,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
79809,76,250,-963,20,-144.98,-6.48,163.06,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
79907,76,265,-869,128,-129.98,87.52,271.06,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
80006,76,393,-1210,-184,-1.98,-253.48,-40.94,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
80107,76,414,-944,146,19.02,12.52,289.06,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
80203,76,452,-1097,-272,57.02,-140.48,-128.94,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
80306,76,432,-775,-51,37.02,181.52,92.06,-2152.1,835.8,595.6,394.98,-956.52,-143.06,
80402,77,485,-1015,-179,90.02,-58.48,-35.94,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
80501,77,434,-1092,-343,39.02,-135.48,-199.94,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
80604,77,445,-1139,79,50.02,-182.48,222.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
80702,77,458,-871,218,63.02,85.52,361.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
80799,77,300,-823,-47,-94.98,133.52,96.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
80897,77,277,-773,168,-117.98,183.52,311.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
80996,77,273,-802,-177,-121.98,154.52,-33.94,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
81097,77,360,-845,-17,-34.98,111.52,126.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
81196,77,388,-876,15,-6.98,80.52,158.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
81292,77,397,-1113,43,2.02,-156.48,186.06,-2186.88,837.82,674.06,394.98,-956.52,-143.06,
81389,78,360,-686,-70,-34.98,270.52,73.06,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
81486,78,488,-1180,-202,93.02,-223.48,-58.94,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
81588,78,286,-852,71,-108.98,104.52,214.06,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
81686,78,309,-1230,-211,-85.98,-273.48,-67.94,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
81788,78,314,-1060,-358,-80.98,-103.48,-214.94,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
81892,78,301,-948,70,-93.98,8.52,213.06,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
81987,78,358,-543,211,-36.98,413.52,354.06,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
82085,78,412,-1009,-160,17.02,-52.48,-16.94,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
82186,78,381,-1030,-15,-13.98,-73.48,128.06,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
82285,78,361,-1065,-122,-33.98,-108.48,21.06,-2200.16,859.44,793.12,394.98,-956.52,-143.06,
82386,79,351,-1087,-78,-43.98,-130.48,65.06,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
82486,79,514,-1022,-55,119.02,-65.48,88.06,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
82585,79,432,-946,-149,37.02,10.52,-5.94,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
82681,79,546,-1128,-167,151.02,-171.48,-23.94,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
82784,79,272,-587,272,-122.98,369.52,415.06,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
82883,79,457,-1041,-145,62.02,-84.48,-1.94,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
82981,79,475,-1073,-259,80.02,-116.48,-115.94,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
83084,79,407,-623,506,12.02,333.52,649.06,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
83181,79,47,-608,-17,-347.98,348.52,126.06,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
83280,79,456,-887,-146,61.02,69.52,-2.94,-2238.14,855.66,857.58,394.98,-956.52,-143.06,
83378,80,415,-690,1,20.02,266.52,144.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
83472,80,449,-1015,12,54.02,-58.48,155.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
83570,80,216,-661,1,-178.98,295.52,144.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
83667,80,328,-949,16,-66.98,7.52,159.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
83763,80,452,-1121,-157,57.02,-164.48,-13.94,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
83864,80,361,-891,107,-33.98,65.52,250.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
83961,80,337,-723,-54,-57.98,233.52,89.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
84060,80,280,-647,231,-114.98,309.52,374.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
84159,80,464,-1024,-110,69.02,-67.48,33.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
84258,80,637,-1084,37,242.02,-127.48,180.06,-2237.42,911.98,976.84,394.98,-956.52,-143.06,
84358,81,377,-980,-25,-17.98,-23.48,118.06,-2238.5,988,1128.3,394.98,-956.52,-143.06,
84458,81,156,-746,3,-238.98,210.52,146.06,-2238.5,988,1128.3,394.98,-956.52,-143.06,
84556,81,350,-1062,-446,-44.98,-105.48,-302.94,-2238.5,988,1128.3,394.98,-956.52,-143.06,
84661,81,328,-713,114,-66.98,243.52,257.06,-2238.5,988,1128.3,394.98,-956.52,-143.06,
84760,81,469,-1063,-499,74.02,-106.48,-355.94,-2238.5,988,1128.3,394.98,-956.52,-143.06,
84864,81,250,-647,228,-144.98,309.52,371.06,-2238.5,988,1128.3,394.98,-956.52,-143.06,
84964,81,227,-906,-195,-167.98,50.52,-51.94,-2238.5,988,1128.3,394.98,-956.52,-143.06,
85065,81,315,-1014,-78,-79.98,-57.48,65.06,-2238.5,988,1128.3,394.98,-956.52,-143.06,
85165,81,235,-869,18,-159.98,87.52,161.06,-2238.5,988,1128.3,394.98,-956.52,-143.06,
85264,81,380,-1010,-353,-14.98,-53.48,-209.94,-2238.5,988,1128.3,394.98,-956.52,-143.06,
85367,82,355,-848,-195,-39.98,108.52,-51.94,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
85469,82,484,-1142,-80,89.02,-185.48,63.06,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
85570,82,409,-1027,-253,14.02,-70.48,-109.94,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
85672,82,492,-992,20,97.02,-35.48,163.06,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
85772,82,307,-1055,-170,-87.98,-98.48,-26.94,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
85874,82,459,-918,149,64.02,38.52,292.06,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
85974,82,412,-957,94,17.02,-0.48,237.06,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
86071,82,449,-1017,-254,54.02,-60.48,-110.94,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
86174,82,266,-710,43,-128.98,246.52,186.06,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
86275,82,487,-1033,-451,92.02,-76.48,-307.94,-2324.78,1043.52,1148.06,394.98,-956.52,-143.06,
86378,83,352,-1059,-467,-42.98,-102.48,-323.94,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
86483,83,301,-664,-53,-93.98,292.52,90.06,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
86583,83,342,-883,225,-52.98,73.52,368.06,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
86683,83,707,-1299,-235,312.02,-342.48,-91.94,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
86787,83,409,-850,-94,14.02,106.52,49.06,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
86886,83,340,-852,-202,-54.98,104.52,-58.94,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
86987,83,485,-1068,-34,90.02,-111.48,109.06,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
87090,83,368,-1217,-298,-26.98,-260.48,-154.94,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
87195,83,336,-1070,7,-58.98,-113.48,150.06,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
87296,83,448,-1025,-276,53.02,-68.48,-132.94,-2307.76,1030.14,1181.42,394.98,-956.52,-143.06,
87399,84,626,-1231,-25,231.02,-274.48,118.06,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
87501,84,332,-948,-14,-62.98,8.52,129.06,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
87599,84,269,-683,-180,-125.98,273.52,-36.94,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
87701,84,343,-914,-278,-51.98,42.52,-134.94,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
87801,84,371,-1182,-192,-23.98,-225.48,-48.94,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
87905,84,408,-970,-123,13.02,-13.48,20.06,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
88003,84,427,-1221,-350,32.02,-264.48,-206.94,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
88107,84,340,-877,-58,-54.98,79.52,85.06,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
88204,84,258,-806,52,-136.98,150.52,195.06,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
88304,84,446,-1124,-207,51.02,-167.48,-63.94,-2293.94,987.96,1181.78,394.98,-956.52,-143.06,
88407,85,374,-1071,-378,-20.98,-114.48,-234.94,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
88510,85,463,-1025,-19,68.02,-68.48,124.06,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
88609,85,197,-850,-81,-197.98,106.52,62.06,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
88710,85,298,-928,-127,-96.98,28.52,16.06,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
88808,85,410,-1057,-272,15.02,-100.48,-128.94,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
88911,85,420,-851,-49,25.02,105.52,94.06,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
89009,85,371,-663,-280,-23.98,293.52,-136.94,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
89111,85,519,-1230,-287,124.02,-273.48,-143.94,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
89216,85,406,-1081,-355,11.02,-124.48,-211.94,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
89318,85,421,-868,-11,26.02,88.52,132.06,-2306.92,948.88,1187.34,394.98,-956.52,-143.06,
89416,86,277,-979,-66,-117.98,-22.48,77.06,-2314,943,1144.5,394.98,-956.52,-143.06,
89516,86,273,-801,228,-121.98,155.52,371.06,-2314,943,1144.5,394.98,-956.52,-143.06,
89617,86,421,-869,-42,26.02,87.52,101.06,-2314,943,1144.5,394.98,-956.52,-143.06,
89714,86,378,-958,-192,-16.98,-1.48,-48.94,-2314,943,1144.5,394.98,-956.52,-143.06,
89815,86,467,-740,-36,72.02,216.52,107.06,-2314,943,1144.5,394.98,-956.52,-143.06,
89913,86,301,-876,-68,-93.98,80.52,75.06,-2314,943,1144.5,394.98,-956.52,-143.06,
90010,86,293,-1038,-458,-101.98,-81.48,-314.94,-2314,943,1144.5,394.98,-956.52,-143.06,
90115,86,327,-794,-4,-67.98,162.52,139.06,-2314,943,1144.5,394.98,-956.52,-143.06,
90214,86,274,-829,-50,-120.98,127.52,93.06,-2314,943,1144.5,394.98,-956.52,-143.06,
90313,86,355,-973,-129,-39.98,-16.48,14.06,-2314,943,1144.5,394.98,-956.52,-143.06,
90414,87,299,-871,-81,-95.98,85.52,62.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
90512,87,136,-701,104,-258.98,255.52,247.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
90614,87,388,-937,53,-6.98,19.52,196.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
90712,87,336,-954,-17,-58.98,2.52,126.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
90810,87,405,-998,-123,10.02,-41.48,20.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
90910,87,297,-970,76,-97.98,-13.48,219.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
91010,87,243,-588,61,-151.98,368.52,204.06,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
91111,87,506,-994,-240,111.02,-37.48,-96.94,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
91212,87,332,-670,-160,-62.98,286.52,-16.94,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
91315,87,446,-1134,-213,51.02,-177.48,-69.94,-2372.38,1013.82,1205.86,394.98,-956.52,-143.06,
91418,88,360,-1180,-267,-34.98,-223.48,-123.94,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
91523,88,226,-656,162,-168.98,300.52,305.06,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
91625,88,618,-1146,-88,223.02,-189.48,55.06,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
91727,88,416,-565,56,21.02,391.52,199.06,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
91826,88,451,-1223,9,56.02,-266.48,152.06,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
91926,88,484,-1149,-463,89.02,-192.48,-319.94,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
92029,88,174,-769,-313,-220.98,187.52,-169.94,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
92134,88,195,-772,-68,-199.98,184.52,75.06,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
92235,88,466,-1030,31,71.02,-73.48,174.06,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
92335,88,423,-929,-176,28.02,27.52,-32.94,-2428.56,1088.64,1294.92,394.98,-956.52,-143.06,
92435,89,352,-812,-216,-42.98,144.52,-72.94,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
92536,89,455,-1014,42,60.02,-57.48,185.06,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
92637,89,424,-907,-103,29.02,49.52,40.06,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
92735,89,273,-712,302,-121.98,244.52,445.06,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
92837,89,532,-1298,-394,137.02,-341.48,-250.94,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
92942,89,360,-890,95,-34.98,66.52,238.06,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
93041,89,498,-1087,-297,103.02,-130.48,-153.94,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
93147,89,368,-1004,-396,-26.98,-47.48,-252.94,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
93250,89,376,-928,-29,-18.98,28.52,114.06,-2442.24,1103.26,1326.28,394.98,-956.52,-143.06,
